global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,heater_label,heater_port,mzi_id,arm_index,voltage_before,voltage_after,gradient,accepted,line_search_trials,lr_used
9,2,optimized,,0,15.398612688501343,14.614908955220569,MZI5_arm0,11,5,0,2.372,2.272,6.0348703974005105,True,1,0.05
9,2,optimized,,0,14.614908955220569,13.562468109592198,MZI5_arm1,7,5,1,3.658,3.758,-11.549396257573706,True,1,0.05
9,2,optimized,,0,13.562468109592198,13.505721463116359,MZI6_arm0,12,6,0,2.512,2.5816014492464383,-1.392028984928762,True,1,0.05
9,2,optimized,,0,13.505721463116359,13.326844265284809,MZI6_arm1,8,6,1,3.525,3.4280351742972757,1.939296514054483,True,1,0.05
9,2,optimized,,0,13.326844265284809,13.322298709174062,MZI7_arm0,13,7,0,2.189,2.1778522945313705,0.22295410937259144,True,1,0.05
9,2,optimized,,0,13.322298709174062,13.295380406571379,MZI7_arm1,9,7,1,3.503,3.4627131628181615,0.8057367436367742,True,1,0.05
9,2,optimized,,0,13.295380406571379,13.215696201277886,MZI8_arm0,14,8,0,5.095,5.156768040855754,-1.2353608171150876,True,1,0.05
9,2,optimized,,0,13.215696201277886,13.215696201277886,MZI8_arm1,10,8,1,3.166,3.166,-0.5956036056540114,False,3,0.05
9,2,optimized,,1,13.21078142530681,12.176186730234416,MZI5_arm1,7,5,1,3.758,3.858,-11.633183979531166,True,1,0.05
9,2,optimized,,1,12.176186730234416,11.527906709124395,MZI5_arm0,11,5,0,2.272,2.1719999999999997,6.556521789423991,True,1,0.05
9,2,optimized,,1,11.527906709124395,11.251926127669963,MZI6_arm1,8,6,1,3.428,3.328,3.0641711875457323,True,1,0.05
9,2,optimized,,1,11.251926127669963,11.082228589722702,MZI6_arm0,12,6,0,2.582,2.682,-2.1479560185906696,True,1,0.05
9,2,optimized,,1,11.082228589722702,11.018483231804595,MZI8_arm0,14,8,0,5.157,5.2076417163773225,-1.0128343275464537,True,1,0.05
9,2,optimized,,1,11.018483231804595,11.013766818061477,MZI7_arm1,9,7,1,3.463,3.44900247034136,0.5599011863455969,True,2,0.025
9,2,optimized,,1,11.013766818061477,11.002047960418782,MZI8_arm1,10,8,1,3.166,3.1943426911475643,-0.5668538229512896,True,1,0.05
9,2,optimized,,1,11.002047960418782,10.998695285949653,MZI7_arm0,13,7,0,2.178,2.166987373524989,0.44050505900044157,True,2,0.025
9,2,optimized,,2,11.015330579172382,10.164608260924709,MZI5_arm1,7,5,1,3.858,3.958,-10.378954176532124,True,1,0.05
9,2,optimized,,2,10.164608260924709,9.43293041648835,MZI5_arm0,11,5,0,2.172,2.072,7.239264888071898,True,1,0.05
9,2,optimized,,2,9.43293041648835,9.198361549377116,MZI6_arm1,8,6,1,3.328,3.2279999999999998,2.8689974729011882,True,1,0.05
9,2,optimized,,2,9.198361549377116,9.013465989563151,MZI6_arm0,12,6,0,2.682,2.782,-2.163451340893879,True,1,0.05
9,2,optimized,,2,9.013465989563151,8.93610178331557,MZI8_arm0,14,8,0,5.208,5.265248471819804,-1.1449694363960856,True,1,0.05
9,2,optimized,,2,8.93610178331557,8.93610178331557,MZI8_arm1,10,8,1,3.194,3.194,-0.4810172425178844,False,3,0.05
9,2,optimized,,2,8.93610178331557,8.935710084147237,MZI7_arm1,9,7,1,3.449,3.4289502751025687,0.40099449794862496,True,1,0.05
9,2,optimized,,2,8.935710084147237,8.926462584310347,MZI7_arm0,13,7,0,2.167,2.160912037285039,0.12175925429922117,True,1,0.05
9,2,optimized,,3,8.930288528129504,8.374597047358106,MZI5_arm1,7,5,1,3.958,4.058,-8.005277228672114,True,1,0.05
9,2,optimized,,3,8.374597047358106,7.658490746636893,MZI5_arm0,11,5,0,2.072,1.972,7.067539324366628,True,1,0.05
9,2,optimized,,3,7.658490746636893,7.542624142106978,MZI6_arm1,8,6,1,3.228,3.1406729775443454,1.7465404491130938,True,1,0.05
9,2,optimized,,3,7.542624142106978,7.405039212369952,MZI6_arm0,12,6,0,2.782,2.882,-2.0775833745087344,True,1,0.05
9,2,optimized,,3,7.405039212369952,7.362749198598957,MZI8_arm0,14,8,0,5.265,5.307564834730329,-0.8512966946065811,True,1,0.05
