iter,max_abs_theta_error_rad,norm_theta_error,model_output_rmse,model_output_mae,model_output_max_abs,measured_output_rmse,measured_output_mae,measured_output_max_abs,alpha_used,lambda_reg,line_search_metric,step_scale,num_clipped,num_voltage_clipped,allow_hardware_update,theta_source,scan_quality_ok,prediction_consistency_ok,prediction_inconsistent_mzi_ids,prediction_inconsistent_parts,outlier_mzi_ids,outlier_scan_types,sigma_reference_mode,current_theta_measurement_dir,stopped_by_measurement_quality,current_theta_warnings,scan_profile,delta_points,sigma_points,estimated_points,estimated_measure_time_s,actual_measure_time_s,theta_converged,output_converged,convergence_mode,converged,warning
0,2.0276845569924458,3.0013194261132314,0.09360069831814392,0.0402130608743988,0.2499995879758502,,,,,0.001,theta,,,,False,measured_auto,True,,[],[],[],[],chained_bmzi,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement,True,"[""MZI 6: Delta low visibility"", ""MZI 7: Sigma low visibility"", ""MZI 8: Delta phase jump may be too large; Sigma low visibility""]",full,36,36,72,468.0,0.0,False,False,theta_only,False,current_theta_summary allow_hardware_update=false
