local_sample_row,sample_index,label,iteration,accepted,learning_rate,loss_mae,loss_mse,max_abs_ratio_error,output_power_sum,target_ratio_0,target_ratio_1,target_ratio_2,target_ratio_3,target_ratio_4,target_ratio_5,target_ratio_6,target_ratio_7,measured_ratio_0,measured_ratio_1,measured_ratio_2,measured_ratio_3,measured_ratio_4,measured_ratio_5,measured_ratio_6,measured_ratio_7,ratio_error_0,ratio_error_1,ratio_error_2,ratio_error_3,ratio_error_4,ratio_error_5,ratio_error_6,ratio_error_7,optimized_coefficient_0,optimized_coefficient_1,optimized_coefficient_2,optimized_coefficient_3,optimized_coefficient_4,optimized_coefficient_5,optimized_coefficient_6,optimized_coefficient_7,upload_voltage_0,upload_voltage_1,upload_voltage_2,upload_voltage_3,upload_voltage_4,upload_voltage_5,upload_voltage_6,upload_voltage_7,output_power_0,output_power_1,output_power_2,output_power_3,output_power_4,output_power_5,output_power_6,output_power_7
0,200,1,0,True,0.35,0.06054454007018387,0.006237926744258113,0.1448683307024048,0.00017387605650000002,2.984465397011472e-05,0.3464745588233362,0.2645008569407483,0.21977068528730148,9.451466777362677e-05,0.05417455743895503,0.0614750833575803,0.05347989883033486,0.0008782928660450726,0.4384816491395409,0.4093691876431531,0.09422809747240844,0.004548805717824639,0.024747472921897096,0.01863262294541399,0.009113871293716625,0.0008484482120749579,0.09200709031620469,0.1448683307024048,-0.12554258781489303,0.004454291050051012,-0.029427084517057934,-0.04284246041216631,-0.04436602753661824,2.984465397011472e-05,0.3464745588233362,0.2645008569407483,0.21977068528730148,9.451466777362677e-05,0.05417455743895503,0.0614750833575803,0.05347989883033486,4.318,3.846,3.789,3.907,3.976,4.213,3.882,4.191,1.527141e-07,7.624146e-05,7.11795e-05,1.638401e-05,7.909284e-07,4.302993e-06,3.239767e-06,1.584684e-06
0,200,1,1,True,0.35,0.05489264985715288,0.005543630344873283,0.14544610711670036,0.00017129423109999998,2.984465397011472e-05,0.3464745588233362,0.2645008569407483,0.21977068528730148,9.451466777362677e-05,0.05417455743895503,0.0614750833575803,0.05347989883033486,0.0008929886255813318,0.4148291483238399,0.4099469640574487,0.09665030686488778,0.005001273507569982,0.03441134568366676,0.02508614547264809,0.013181827464357615,0.0008631439716112171,0.06835458950050366,0.14544610711670036,-0.1231203784224137,0.0049067588397963555,-0.019763211755288272,-0.03638893788493221,-0.040298071365977246,0.0,0.3142720772126646,0.21379694119490664,0.26371059102251404,0.0,0.06447403701992531,0.0764699445018385,0.06900800846815125,4.318,3.86,3.819,3.879,3.977,4.197,3.868,4.178,1.529638e-07,7.105784e-05,7.022155e-05,1.655564e-05,8.566893e-07,5.894465e-06,4.297112e-06,2.257971e-06
0,200,1,2,True,0.3675,0.04848998845800698,0.004578791935433069,0.1368716413689775,0.0001684345098,2.984465397011472e-05,0.3464745588233362,0.2645008569407483,0.21977068528730148,9.451466777362677e-05,0.05417455743895503,0.0614750833575803,0.05347989883033486,0.000915878819507806,0.39728028466052506,0.4013724983097258,0.10608746403107945,0.005491067128097523,0.03880368701022574,0.032091006803880044,0.017958113236958523,0.0008860341655376913,0.05080572583718884,0.1368716413689775,-0.11368322125622203,0.005396552460323896,-0.01537087042872929,-0.029384076553700254,-0.035521785593376334,0.0,0.2891517655712295,0.16034549682951926,0.30895733009275106,0.0,0.07173701733999376,0.08984287917455108,0.08381754969514789,4.318,3.871,3.854,3.851,3.977,4.191,3.856,4.165,1.542656e-07,6.691571e-05,6.760498e-05,1.786879e-05,9.248852e-07,6.53588e-06,5.405233e-06,3.024766e-06
0,200,1,3,True,0.385875,0.040499535825395734,0.0033394887554915875,0.12037396870557782,0.0001664901826,2.984465397011472e-05,0.3464745588233362,0.2645008569407483,0.21977068528730148,9.451466777362677e-05,0.05417455743895503,0.0614750833575803,0.05347989883033486,0.0009473387411613062,0.3811533449540465,0.38487482564632614,0.12290310263615507,0.00612240904587728,0.04267893090772549,0.03868198652573284,0.02263806154297533,0.0009174940871911915,0.03467878613071029,0.12037396870557782,-0.09686758265114641,0.006027894378103653,-0.011495626531229541,-0.022793096831847458,-0.030841837287359532,0.0,0.2695471061138043,0.10753015221626507,0.35282484309499573,0.0,0.07766825196667967,0.10118145971471017,0.09752451871099198,4.318,3.88,3.889,3.824,3.977,4.186,3.846,4.154,1.577226e-07,6.345829e-05,6.407788e-05,2.046216e-05,1.019321e-06,7.105623e-06,6.440171e-06,3.769015e-06
0,200,1,4,True,0.40516875,0.017577472634187123,0.0004658079752779549,0.04067709747206394,0.0001531479952,2.984465397011472e-05,0.3464745588233362,0.2645008569407483,0.21977068528730148,9.451466777362677e-05,0.05417455743895503,0.0614750833575803,0.05347989883033486,0.0010470995705205287,0.38715165629540016,0.28499341400454714,0.1905990343646366,0.008217495752108938,0.04918208684458182,0.04867982757635211,0.03012938559185266,0.0010172549165504141,0.04067709747206394,0.020492557063798822,-0.029171650922664882,0.008122981084335311,-0.004992470594373209,-0.012795255781228192,-0.023350513238482203,0.0,0.25549634568570706,0.05875838178328698,0.3920725604732824,0.0,0.08232592059880478,0.11041651026669877,0.11002066737241484,4.318,3.886,3.992,3.8,3.977,4.182,3.837,4.143,1.603612e-07,5.92915e-05,4.364617e-05,2.918986e-05,1.258493e-06,7.532138e-06,7.455218e-06,4.614255e-06
1,201,5,0,True,0.35,0.07054916171660831,0.00956920580735066,0.1983497501844022,0.00015538736370000002,0.060206513402450264,0.07430033044969811,0.06274983628283305,0.027144571380542385,2.7299889218893262e-05,0.38874726622482836,0.3867967339206994,2.7448449729576474e-05,0.20156555368601056,0.1785594358468416,0.09011968326482392,0.01721174705791086,0.003015387408879761,0.3148331938654288,0.1884469837362972,0.006248015133807176,0.1413590402835603,0.1042591053971435,0.027369846981990867,-0.009932824322631525,0.0029880875196608677,-0.07391407235939956,-0.1983497501844022,0.0062205666840775995,0.060206513402450264,0.07430033044969811,0.06274983628283305,0.027144571380542385,2.7299889218893262e-05,0.38874726622482836,0.3867967339206994,2.7448449729576474e-05,4.098,3.987,3.98,4.087,3.977,3.983,3.672,4.294,3.132074e-05,2.774588e-05,1.400346e-05,2.674488e-06,4.685531e-07,4.89211e-05,2.928228e-05,9.708626e-07
1,201,5,1,True,0.35,0.036508277899381276,0.002052275120977617,0.08669808810069518,0.0001191847764,0.060206513402450264,0.07430033044969811,0.06274983628283305,0.027144571380542385,2.7299889218893262e-05,0.38874726622482836,0.3867967339206994,2.7448449729576474e-05,0.009006267683026002,0.11610702656820188,0.0983391533215982,0.019009793603136718,0.004366509009954396,0.4444935133510894,0.30009864582000423,0.008579090642989201,-0.05120024571942426,0.04180669611850377,0.03558931703876515,-0.008134777777405667,0.0043392091207355024,0.05574624712626103,-0.08669808810069518,0.008551642193259625,0.010730849303204157,0.03780964356069789,0.053170389839136245,0.03062105989346342,0.0,0.4146171915506182,0.4562191464852402,0.0,4.276,4.069,4.008,4.083,3.977,3.97,3.64,4.294,1.07341e-06,1.383819e-05,1.172053e-05,2.265678e-06,5.204214e-07,5.297686e-05,3.576719e-05,1.022497e-06
1,201,5,2,True,0.3675,0.023217547465994446,0.0009233155033728114,0.057741720740307534,0.00011309250949999999,0.060206513402450264,0.07430033044969811,0.06274983628283305,0.027144571380542385,2.7299889218893262e-05,0.38874726622482836,0.3867967339206994,2.7448449729576474e-05,0.06864771180977286,0.031020949269854166,0.07539237600877538,0.019836609956913196,0.005006074252866411,0.4464889869651359,0.3445138866601948,0.009093405076487406,0.008441198407322596,-0.043279381179843944,0.012642539725942328,-0.007307961423629189,0.0049787743636475175,0.057741720740307534,-0.04228284726050463,0.00906595662675783,0.02954693960509257,0.022445682737147754,0.04009131582739005,0.033610590726660006,0.0,0.3941304457317173,0.4880806938622457,0.0,4.204,4.147,4.046,4.079,3.977,3.98,3.625,4.294,7.763542e-06,3.508237e-06,8.526313e-06,2.243372e-06,5.661495e-07,5.049456e-05,3.896194e-05,1.028396e-06
1,201,5,3,True,0.385875,0.014667517219429192,0.0004943677987849374,0.047696630079391844,0.0001208060674,0.060206513402450264,0.07430033044969811,0.06274983628283305,0.027144571380542385,2.7299889218893262e-05,0.38874726622482836,0.3867967339206994,2.7448449729576474e-05,0.05611278593776988,0.11295806819716075,0.057793694888540005,0.025221001441190858,0.00516639944857604,0.39485831321747006,0.33910010384130757,0.008789633027984817,-0.004093727464680383,0.038657737747462645,-0.004956141394293047,-0.001923569939351527,0.005139099559357147,0.0061110469926417,-0.047696630079391844,0.008762184578255242,0.026289692169666964,0.03914611394992004,0.03521287581064205,0.03643055034100292,0.0,0.3718493592410511,0.5043965875488929,0.0,4.216,4.062,4.061,4.076,3.977,3.991,3.617,4.294,6.778765e-06,1.364602e-05,6.981829e-06,3.04685e-06,6.241324e-07,4.770128e-05,4.096535e-05,1.061841e-06
2,202,7,0,True,0.35,0.0762417393374876,0.009674270498364605,0.19838171701936963,0.000129808662,0.05175915341167127,0.04007441163030277,0.0634147596976483,0.06897610400252951,0.07406026842418846,0.07925066322365165,0.15865109801794533,0.4638135415920626,0.1940287313030004,0.11178391161600602,0.1544026391705663,0.04473842431254703,0.07385757508231615,0.052596674943001874,0.1031602189998692,0.265431824572693,0.14226957789132916,0.07170949998570325,0.09098787947291799,-0.024237679689982486,-0.00020269334187231203,-0.026653988280649778,-0.05549087901807613,-0.19838171701936963,0.05175915341167127,0.04007441163030277,0.0634147596976483,0.06897610400252951,0.07406026842418846,0.07925066322365165,0.15865109801794533,0.4638135415920626,4.118,4.057,3.978,4.037,3.818,4.185,3.796,3.939,2.518661e-05,1.451052e-05,2.00428e-05,5.807435e-06,9.587353e-06,6.827504e-06,1.339109e-05,3.445535e-05
