input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.9805748254784704,0.00016623341306000003,True
2,2,2,0.9718876923064486,0.00016265572787,True
3,3,3,0.694421573724386,0.0001546069478,True
4,4,3,0.024862623587124506,2.22374601e-06,False
5,5,5,0.9576702093516494,0.00013828601820000002,True
6,6,6,0.9673380119052691,0.0001367793867,True
7,7,7,0.9727048278126399,0.00010181787646999999,True
8,8,8,0.9775376391087417,9.0448957117e-05,True
