,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
Delta5,249.37335413867422,-133.2782183072627,43.33861323317656,118.59818773838082,99.93095989981792,141.05008844942367,87.17378850381685,33.43559481292768
Delta6,5.825123750344829,11.90415359001662,154.58687642600654,-91.85647722536227,60.18763215436884,11.907785429851714,59.88661819944774,37.76209653512286
Delta7,22.076065029215997,-5.020122226714108,0.0023878182373593404,8.827726322607532,167.64772974409325,-186.26767144332845,13.652255112891254,14.72111877166249
Delta8,9.629693326671074,-6.3442230543442335,-108.49808411802985,29.664466237004916,-33.69150496451123,267.29075979862137,203.82681081850683,-182.8861389987768
