,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
theta5u,0.12483170585147894,0.026908642955425065,0.02233151646685494,0.03567664716674645,0.04944729711602935,0.06950721540872928,0.04364034091161662,0.016671544820582085
theta6u,-0.06262310200778477,-0.02022425375513137,0.07553686872148724,0.0186261658503093,0.024673451297369642,0.0005398400186455987,0.025452825086880626,0.01416924235485606
theta7u,-0.03802126104176474,-0.025322170552223966,-0.07848849731164885,-0.005236496619383857,0.07912111898610563,0.0019164859440889898,0.0059430453096100955,0.00565559251510539
theta8u,-0.07315997396398723,-0.0032850360542258095,-0.12264166019484744,-0.03010614101880016,-0.08788429008414189,0.1405218344364867,0.10125331629325938,0.00587561331411824
