,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
theta5d,-0.5156798063006285,95.16385267665139,2.0568615935445678,292.9096469846253,3.1651399648333634,3.5619789309366823,2.956614077851416,2.651868803407176
theta6d,-131.2733813152982,89.85654654086761,-218.96902727521805,395.6918877774176,-86.51784898068948,-55.14409597465253,-272.51621681826555,9.020230857496703
theta7d,396.5939978224704,426.00097590716854,385.5450496295945,609.8613843033186,570.0329244409023,545.2902895499456,2024.6457285804956,499.4308732287438
theta8d,370.83965073105895,455.1049092019017,407.36401303664945,2153.1535145109233,680.9153859231487,465.8084099789547,447.5679724814037,609.9425904239832
