,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
Sigma5,0.29005756428368556,187.09550421811284,1.3244197005333191,-47.24489340488791,-1.0363656677592203,-2.0356576319651154,0.10689331941637903,-0.0925051717635128
Sigma6,-131.07132776591436,-52.35266110027936,-3.5131389830320714,129.10880892598087,-10.840729559629558,-10.828105392560516,-8.980968025686487,-9.423611825410738
Sigma7,-98.11858711274547,-45.624218877733824,-156.97938244153508,-19.300719561375246,-9.40549177188199,190.10064333150643,-1.766164493671063,-3.4099337414517095
Sigma8,-155.9496412546455,-0.22584905410738543,-136.78523627166504,-89.87674827460523,-142.07707520377255,13.752909074352004,-1.320178231988045,194.63736562701328
