mzi_id,layer,arm_index,port,base_voltage,base_phase,target_phase,folded_target_phase,phase_wrap_cycles,voltage_wrap_cycles,total_wrap_cycles,canonical_phase_offset,phase_offset,canonical_voltage,initial_voltage,mode
5,2,0,11,3.404,3.141592653589793,4.60905,4.60905,0,0,0,1.4674573464102068,1.4674573464102068,3.970537307930179,3.970537307930179,inter_cali_pair_pi0_prebiased
5,2,1,7,3.658,0.0,2.7281,2.7281,0,0,0,2.7281,2.7281,4.592675676646657,4.592675676646657,inter_cali_pair_pi0_prebiased
6,2,0,12,3.497,3.141592653589793,1.39787,1.39787,0,0,0,-1.7437226535897932,-1.7437226535897932,2.702116854117863,2.702116854117863,inter_cali_pair_pi0_prebiased
6,2,1,8,3.525,0.0,0.09407,0.09407,0,0,0,0.09407,0.09407,3.562528246210751,3.562528246210751,inter_cali_pair_pi0_prebiased
7,2,0,13,3.273,3.141592653589793,2.34688,2.34688,0,0,0,-0.794712653589793,-0.794712653589793,2.909543212233632,2.909543212233632,inter_cali_pair_pi0_prebiased
7,2,1,9,3.503,0.0,0.0,0.0,0,0,0,0.0,0.0,3.503,3.503,inter_cali_pair_pi0_prebiased
8,2,0,14,5.095,3.141592653589793,3.14159,3.14159,0,0,0,-2.6535897932333796e-06,-2.6535897932333796e-06,5.094999262046237,5.094999262046237,inter_cali_pair_pi0_prebiased
8,2,1,10,3.166,0.0,0.0,0.0,0,0,0,0.0,0.0,3.166,3.166,inter_cali_pair_pi0_prebiased
9,3,0,76,4.873,3.141592653589793,7.6694,1.3862146928204142,-1,0,-1,-1.755377960769379,-1.755377960769379,4.332997999010988,4.332997999010988,inter_cali_pair_pi0_prebiased
9,3,1,72,4.945,0.0,4.52781,4.52781,0,-1,-1,4.52781,-1.7553753071795866,6.104275356457501,4.414416918668247,inter_cali_pair_pi0_prebiased
10,3,0,75,5.282,3.141592653589793,4.13756,4.13756,0,-1,-1,0.9959673464102066,-5.28721796076938,5.572082252568626,3.3443846730613647,inter_cali_pair_pi0_prebiased
10,3,1,71,4.972,0.0,1.82217,1.82217,0,0,0,1.82217,1.82217,5.479079335276858,5.479079335276858,inter_cali_pair_pi0_prebiased
11,3,0,74,4.837,3.141592653589793,1.65699,1.65699,0,0,0,-1.4846026535897932,-1.4846026535897932,4.381291462001083,4.381291462001083,inter_cali_pair_pi0_prebiased
11,3,1,70,4.689,0.0,1.18809,1.18809,0,0,0,1.18809,1.18809,5.036564498170278,5.036564498170278,inter_cali_pair_pi0_prebiased
12,3,0,73,4.639,3.141592653589793,0.0,0.0,0,0,0,-3.141592653589793,-3.141592653589793,3.5319679148256715,3.5319679148256715,inter_cali_pair_pi0_prebiased
12,3,1,69,4.729,0.0,3.14159,3.14159,0,-1,-1,3.14159,-3.1415953071795863,5.606371447716799,3.646294814117058,inter_cali_pair_pi0_prebiased
13,4,0,19,4.021,3.141592653589793,2.91919,2.91919,0,0,0,-0.22240265358979316,-0.22240265358979316,3.9413493123748853,3.9413493123748853,inter_cali_pair_pi0_prebiased
