mzi_id,layer,arm_index,port,base_voltage,base_phase,target_phase,folded_target_phase,phase_wrap_cycles,voltage_wrap_cycles,total_wrap_cycles,canonical_phase_offset,phase_offset,canonical_voltage,initial_voltage,mode
13,4,1,15,4.117,0.0,1.63655,1.63655,0,0,0,1.63655,1.63655,4.644376200651403,4.644376200651403,inter_cali_pair_pi0_prebiased
14,4,0,20,3.872,3.141592653589793,-2.93691,3.346275307179586,1,0,1,0.20468265358979298,0.20468265358979298,3.9461800886874863,3.9461800886874863,inter_cali_pair_pi0_prebiased
14,4,1,16,3.821,0.0,-3.83938,2.4438053071795864,1,0,1,2.4438053071795864,2.4438053071795864,4.647912668241136,4.647912668241136,inter_cali_pair_pi0_prebiased
15,4,0,21,3.678,3.141592653589793,0.32182,0.32182,0,0,0,-2.8197726535897933,-2.8197726535897933,2.3580512279379136,2.3580512279379136,inter_cali_pair_pi0_prebiased
15,4,1,17,3.732,0.0,0.0,0.0,0,0,0,0.0,0.0,3.732,3.732,inter_cali_pair_pi0_prebiased
16,4,0,22,5.086,3.141592653589793,3.14159,3.14159,0,0,0,-2.6535897932333796e-06,-2.6535897932333796e-06,5.0859992709281086,5.0859992709281086,inter_cali_pair_pi0_prebiased
16,4,1,18,3.21,0.0,0.0,0.0,0,0,0,0.0,0.0,3.21,3.21,inter_cali_pair_pi0_prebiased
17,5,0,84,4.004,3.141592653589793,6.45598,0.17279469282041404,-1,0,-1,-2.968797960769379,-2.968797960769379,2.7696635002937513,2.7696635002937513,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
17,5,1,80,0.0,0.0,3.31439,3.31439,0,0,0,3.31439,3.31439,3.063396523260357,3.063396523260357,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
18,5,0,83,3.623,3.141592653589793,5.11472,5.11472,0,0,0,1.973127346410207,1.973127346410207,4.326669789729605,4.326669789729605,inter_cali_pair_pi0_prebiased
18,5,1,79,3.574,0.0,4.12004,4.12004,0,0,0,4.12004,4.12004,4.949624377371518,4.949624377371518,inter_cali_pair_pi0_prebiased
19,5,0,82,3.458,3.141592653589793,4.15729,4.15729,0,0,0,1.0156973464102066,1.0156973464102066,3.8518251233080805,3.8518251233080805,inter_cali_pair_pi0_prebiased
19,5,1,78,3.443,0.0,2.95236,2.95236,0,0,0,2.95236,2.95236,4.5122845244242695,4.5122845244242695,inter_cali_pair_pi0_prebiased
20,5,0,81,3.345,3.141592653589793,0.0,0.0,0,0,0,-3.141592653589793,-3.141592653589793,1.5166501945450335,1.5166501945450335,inter_cali_pair_pi0_prebiased
20,5,1,77,3.469,0.0,3.14159,3.14159,0,0,0,3.14159,3.14159,4.584991205570158,4.584991205570158,inter_cali_pair_pi0_prebiased
21,6,0,27,3.371,3.141592653589793,-3.55048,2.7327053071795864,1,0,1,-0.40888734641020674,-0.40888734641020674,3.1885248455008424,3.1885248455008424,inter_cali_pair_pi0_prebiased
21,6,1,23,3.725,0.0,-4.74177,1.5414153071795864,1,0,1,1.5414153071795864,1.5414153071795864,4.296471565702825,4.296471565702825,inter_cali_pair_pi0_prebiased
22,6,0,28,5.183,3.141592653589793,-2.92082,3.3623653071795863,1,0,1,0.22077265358979314,0.22077265358979314,5.245524668493522,5.245524668493522,inter_cali_pair_pi0_prebiased
22,6,1,24,3.404,0.0,-4.17665,2.106535307179586,1,0,1,2.106535307179586,2.106535307179586,4.2132328021726435,4.2132328021726435,inter_cali_pair_pi0_prebiased
23,6,0,29,4.904,3.141592653589793,1.27152,1.27152,0,0,0,-1.8700726535897931,-1.8700726535897931,4.337389596789874,4.337389596789874,inter_cali_pair_pi0_prebiased
23,6,1,25,5.038,0.0,0.0,0.0,0,0,0,0.0,0.0,5.038,5.038,inter_cali_pair_pi0_prebiased
24,6,0,26,4.582,3.141592653589793,3.14159,3.14159,0,0,0,-2.6535897932333796e-06,-2.6535897932333796e-06,4.581999185390686,4.581999185390686,inter_cali_pair_pi0_prebiased
24,6,1,30,4.693,0.0,0.0,0.0,0,0,0,0.0,0.0,4.693,4.693,inter_cali_pair_pi0_prebiased
25,7,0,100,3.921,3.141592653589793,6.41461,0.13142469282041347,-1,0,-1,-3.0101679607693796,-3.0101679607693796,2.7086277559386773,2.7086277559386773,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
25,7,1,104,0.0,0.0,3.27302,3.27302,0,0,0,3.27302,3.27302,3.0202267702352947,3.0202267702352947,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
26,7,0,99,4.165,3.141592653589793,2.17693,2.17693,0,0,0,-0.9646626535897931,-0.9646626535897931,3.822724254836864,3.822724254836864,inter_cali_pair_pi0_prebiased
26,7,1,103,4.198,0.0,1.22429,1.22429,0,0,0,1.22429,1.22429,4.59457208145439,4.59457208145439,inter_cali_pair_pi0_prebiased
27,7,0,102,3.836,3.141592653589793,3.03621,3.03621,0,0,0,-0.10538265358979304,-0.10538265358979304,3.796913054577611,3.796913054577611,inter_cali_pair_pi0_prebiased
27,7,1,98,4.083,0.0,0.0,0.0,0,0,0,0.0,0.0,4.083,4.083,inter_cali_pair_pi0_prebiased
28,7,0,101,3.877,3.141592653589793,0.0,0.0,0,0,0,-3.141592653589793,-3.141592653589793,2.4784081912669467,2.4784081912669467,inter_cali_pair_pi0_prebiased
28,7,1,97,3.908,0.0,3.14159,3.14159,0,0,0,3.14159,3.14159,4.936218155477356,4.936218155477356,inter_cali_pair_pi0_prebiased
