,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
phi_d5,0.0032610132227337517,0.48005565804582023,0.0018305277697829858,-0.002672849202793868,0.02822434675916563,-0.09073929528477942,-0.013806861259843652,-0.04105203578457139
phi_d6,-0.09772992362454636,-0.256896955481563,0.002795107332813643,0.2957438043674476,-0.005687501838926857,-0.0011577696054381192,-0.006178971757940577,0.0013440689943484685
phi_d7,0.007028475347202079,0.03363612123427328,-0.026787211380606024,-0.12965775884048683,-0.003743354149787791,0.35037990626493976,0.0856792747152215,0.04463198777570998
phi_d8,0.01252961518765172,-0.002136571094264905,0.005444276522925228,3.1182100758364584e-05,-0.09705734207765192,-0.08232038336782699,-0.03138433053657021,0.28567751981965994
