heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.0312460942360806,-0.013975891431524036,-0.001132390043668316,0.030113704192412286,512.0640000350635,11,3.926849096239795,False,
5d,0.0378864429618386,0.003799213589559884,0.0003078294979369234,0.038194272459775525,509.8400242919656,7,4.41281869089428,False,
6u,0.0341630895985996,0.020496018201302934,0.001660680254974553,0.035823769853574154,514.1361980539365,12,4.291654323506943,False,
6d,0.0344552351058808,0.002216311880176428,0.00017957562986749276,0.03463481073574829,514.6538964400621,8,4.221959296063494,False,
7u,0.0319011354891148,0.024683882571503182,0.0020000000000000018,0.0339011354891148,511.3774400151507,13,4.163685372363083,False,
7d,0.0369051185186029,0.018905988049036166,0.0015318488081662307,0.03843696732676913,511.5557342129538,9,4.434258792827128,False,
8u,0.0311204264845646,0.008818399077506997,0.0007145066463480586,0.03183493313091266,514.1317715531885,14,4.045658236662288,False,
8d,0.0376250829905009,0.0032203186551986594,0.0002609248075840717,0.03788600779808497,513.6152391977142,10,4.411216494059193,False,
