theta,target_rad,iter011_start_theta_rad,iter011_start_error_rad_target_minus_current,abs_start_error_rad,iter011_after_update_measured_theta_rad,iter011_after_update_error_rad_target_minus_current,abs_after_update_error_rad
theta5u,1.0471975511965976,0.241875844507911,0.8053217066886864,0.8053217066886864,-0.1409810972821326,1.18817864847873,1.18817864847873
theta5d,0.0,0.361551971743836,-0.361551971743836,0.361551971743836,0.0869901741479086,-0.08699017414790866,0.08699017414790866
theta6u,1.0471975511965976,0.1432651670461799,0.9039323841504174,0.9039323841504174,1.3232603103196072,-0.27606275912300937,0.27606275912300937
theta6d,0.0,-0.3188825479197898,0.3188825479197898,0.3188825479197898,-1.7256716195285011,1.7256716195285016,1.7256716195285016
theta7u,1.0471975511965976,0.6435424760379425,0.4036550751586549,0.4036550751586549,0.5890939403491755,0.4581036108474219,0.4581036108474219
theta7d,0.0,-0.2236451073956926,0.2236451073956926,0.2236451073956926,-0.2297114272081568,0.22971142720815685,0.22971142720815685
theta8u,3.141592653589793,2.142804672637085,0.9987879809527076,0.9987879809527076,2.3406345786861547,0.8009580749036385,0.8009580749036385
theta8d,0.0,-0.0376452853216924,0.0376452853216924,0.0376452853216924,-0.0838500851108454,0.08385008511084546,0.08385008511084546
