heater,port,power_w,voltage_v,resistance_ohm
5u,11,0.0248778125832017,3.569178087946425,512.0640000350635
5d,7,0.0399683429424885,4.514140110442735,509.8400242919656
6u,12,0.0357133024420405,4.285032267964976,514.1361980539365
6d,8,0.0337943148611964,4.170416744263938,514.6538964400621
7u,13,0.0330788304433041,4.112878265982605,511.3774400151507
7d,9,0.0367137460196102,4.333719799522069,511.5557342129538
8u,14,0.0531204264845646,5.225983062943288,514.1317715531885
8d,10,0.0433391115005911,4.718011034322886,513.6152391977142
