target,observed_mzi,dp,pow(uW),v_primary,v_secondary,p_primary,p_secondary,p_primary_unfolded,p_secondary_unfolded,upper_fold_count,lower_fold_count,scan_type,output_channel,input_channel,path,state,bmzi,warning
6,6,0.000000000000,50.327190000000,4.191000000000,4.383000000000,0.034163089599,0.037327394455,0.034163089599,0.037327394455,0,0,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,
6,6,0.785398000000,110.624200000000,4.447913179239,4.629405829996,0.038479943106,0.041642351271,0.038479943106,0.041642351271,0,0,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,
6,6,1.570796000000,101.998700000000,4.690776300368,4.863343261338,0.042796796614,0.045957308088,0.042796796614,0.045957308088,0,0,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,
6,6,2.356194000000,65.759780000000,4.921669731924,5.086532907236,0.047113650122,0.050272264905,0.047113650122,0.050272264905,0,0,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,
6,6,3.141593000000,26.305460000000,5.142206377235,5.300332931306,0.051430509126,0.054587227216,0.051430509126,0.054587227216,0,0,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,
6,6,3.926991000000,1.050512000000,3.302442759808,3.542394686516,0.021212527387,0.024382522316,0.055747362634,0.058902184033,1,1,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,"period fold applied: upper 0.055747363->0.021212527 W (1), lower 0.058902184->0.024382522 W (1)"
6,6,4.712389000000,9.434608000000,3.622924072052,3.843080724348,0.025529380895,0.028697479133,0.060064216142,0.063217140850,1,1,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,"period fold applied: upper 0.060064216->0.025529381 W (1), lower 0.063217141->0.028697479 W (1)"
6,6,5.497787000000,46.085530000000,3.917273220226,4.121890196579,0.029846234402,0.033012435950,0.064381069649,0.067532097667,1,1,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,"period fold applied: upper 0.064381070->0.029846234 W (1), lower 0.067532098->0.033012436 W (1)"
6,6,6.283185000000,87.994460000000,4.190999896438,4.382999900918,0.034163087910,0.037327392767,0.068697923157,0.071847054484,1,1,sigma_current_sync,1,3,"[2, 6, 10, 13, 17, 25, 33]","[""H"", ""B"", ""H"", ""C"", ""C"", ""B"", ""B""]",5,"period fold applied: upper 0.068697923->0.034163088 W (1), lower 0.071847054->0.037327393 W (1)"
