theta,value_rad
theta5u,0.37331373222918574
theta5d,0.172545151053352
theta6u,-0.16695566046600963
theta6d,-0.16567187823104312
theta7u,0.6930705619375401
theta7d,-0.6531181230529683
theta8u,-1.1139080965973478
theta8d,1.5358834605762683
