input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.5097176620142431,0.00028609838517999997,True
2,2,1,0.05403360896164219,2.75374351e-06,False
3,3,5,0.24893373104839756,0.00023113042880000003,False
4,4,4,0.3733908168435453,0.0002414025625,False
5,5,7,0.31395988976262357,0.00025176216,False
6,6,6,0.4745292090570494,0.0002466103198,False
7,7,6,0.3759454949225061,0.000232730758,False
8,8,8,0.9187072416289614,0.0002002024058,True
