local_sample_row,sample_index,converged,iterations_executed,final_loss_mae,final_loss_mse,final_max_abs_ratio_error,final_output_power_sum,initial_loss_mae,final_learning_rate,target_ratio_0,target_ratio_1,target_ratio_2,target_ratio_3,target_ratio_4,target_ratio_5,target_ratio_6,target_ratio_7,final_ratio_0,final_ratio_1,final_ratio_2,final_ratio_3,final_ratio_4,final_ratio_5,final_ratio_6,final_ratio_7,ratio_error_0,ratio_error_1,ratio_error_2,ratio_error_3,ratio_error_4,ratio_error_5,ratio_error_6,ratio_error_7,initial_coefficient_0,initial_coefficient_1,initial_coefficient_2,initial_coefficient_3,initial_coefficient_4,initial_coefficient_5,initial_coefficient_6,initial_coefficient_7,optimized_coefficient_0,optimized_coefficient_1,optimized_coefficient_2,optimized_coefficient_3,optimized_coefficient_4,optimized_coefficient_5,optimized_coefficient_6,optimized_coefficient_7,initial_voltage_0,initial_voltage_1,initial_voltage_2,initial_voltage_3,initial_voltage_4,initial_voltage_5,initial_voltage_6,initial_voltage_7,final_voltage_0,final_voltage_1,final_voltage_2,final_voltage_3,final_voltage_4,final_voltage_5,final_voltage_6,final_voltage_7,final_output_power_0,final_output_power_1,final_output_power_2,final_output_power_3,final_output_power_4,final_output_power_5,final_output_power_6,final_output_power_7,target_output_power_0,target_output_power_1,target_output_power_2,target_output_power_3,target_output_power_4,target_output_power_5,target_output_power_6,target_output_power_7,output_power_error_0,output_power_error_1,output_power_error_2,output_power_error_3,output_power_error_4,output_power_error_5,output_power_error_6,output_power_error_7,final_output_power_mae_uw,final_output_power_max_abs_uw
30,30,True,0,0.013812383948965334,0.0001907819503536352,0.013812383948965334,0.00013230259229999998,0.013812383948965334,0.35,0.0,0.0,0.0,0.0,0.6901960784313725,0.0,0.0,0.0,0.0003842638046997614,0.0009165740654397529,0.0018535618750227614,-6.753075620397932e-06,0.6763836944824072,0.0016246070334120302,0.0015498494723967138,0.001630025952842788,0.0003842638046997614,0.0009165740654397529,0.0018535618750227614,-6.753075620397932e-06,-0.013812383948965334,0.0016246070334120302,0.0015498494723967138,0.001630025952842788,0.0,0.0,0.0,0.0,0.6901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6901960784313725,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.471,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.471,4.329,3.995,4.294,3.391943e-07,6.783555e-07,1.559458e-06,1.938998e-06,0.0001251525,1.015623e-06,9.124129e-07,7.060506e-07,2.5370130823529414e-07,4.724835952941176e-07,1.1269300705882354e-06,1.9462825411764704e-06,0.0001277043576470588,7.197123137254902e-07,6.874029929411765e-07,4.842785631372549e-07,8.549299176470585e-08,2.0587190470588237e-07,4.325279294117646e-07,-7.284541176470478e-09,-2.5518576470588098e-06,2.9591068627450983e-07,2.250099070588236e-07,2.2177203686274502e-07,0.5032159555392139,2.5518576470588097
31,31,True,0,0.0064600070920793895,4.173169162971601e-05,0.0064600070920793895,0.0001960542035,0.0064600070920793895,0.35,0.0,0.0,0.0,0.6901960784313725,0.0,0.0,0.0,0.0,0.0002692640441178451,0.001034245026170897,-0.003932737201716722,0.6966560855234519,0.0011091196785979023,0.0006943097385488013,0.00142044339733124,0.0016432799140360763,0.0002692640441178451,0.001034245026170897,-0.003932737201716722,0.0064600070920793895,0.0011091196785979023,0.0006943097385488013,0.00142044339733124,0.0016432799140360763,0.0,0.0,0.0,0.6901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6901960784313725,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.634,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.634,3.977,4.329,3.995,4.294,2.338046e-07,1.023038e-06,4.274859e-06,0.0001855789,2.706374e-06,6.368956e-07,7.161362e-07,8.841961e-07,1.654874854901961e-07,7.790843607843137e-07,5.161479529411765e-06,0.0001839208282352941,2.4796156862745097e-06,4.996155482352941e-07,4.989576533333333e-07,6.491850415686274e-07,6.831711450980391e-08,2.4395363921568633e-07,-8.866205294117651e-07,1.6580717647058892e-06,2.2675831372549046e-07,1.372800517647059e-07,2.1717854666666671e-07,2.3501105843137256e-07,0.4591488773039225,1.6580717647058891
32,32,True,0,0.013293604148205795,0.00017671991124919433,0.013293604148205795,0.00014200624039999998,0.013293604148205795,0.35,0.0,0.0,0.0,0.0,0.7411764705882352,0.0,0.0,0.0,0.0003028964566446694,0.0007744106728107092,0.001553127212940211,-1.8068269842685947e-05,0.7278828664400294,0.0014255413686474075,0.0013120154900095682,0.001346531556828842,0.0003028964566446694,0.0007744106728107092,0.001553127212940211,-1.8068269842685947e-05,-0.013293604148205795,0.0014255413686474075,0.0013120154900095682,0.001346531556828842,0.0,0.0,0.0,0.0,0.7411764705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7411764705882352,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.448,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.448,4.329,3.995,4.294,3.396962e-07,6.799846e-07,1.569764e-06,2.075812e-06,0.0001346806,1.031138e-06,9.27162e-07,7.020836e-07,2.724406094117647e-07,5.073829517647058e-07,1.2101692235294116e-06,2.090042047058823e-06,0.00013713706588235292,7.728728823529412e-07,7.381770776470587e-07,5.200491388235294e-07,6.725559058823529e-08,1.726016482352942e-07,3.5959477647058844e-07,-1.4230047058823104e-08,-2.4564658823529237e-06,2.5826511764705876e-07,1.8898492235294132e-07,1.820344611764706e-07,0.4624290557352919,2.4564658823529237
33,33,True,0,0.0045970443523218885,2.1132816777214572e-05,0.0045970443523218885,0.00020981080119999998,0.0045970443523218885,0.35,0.0,0.0,0.0,0.7411764705882352,0.0,0.0,0.0,0.0,0.00022587727558726067,0.0008584533172430093,-0.003431758173604773,0.7457735149405571,0.0009171192639678954,0.0005600512187356502,0.0011890036692331304,0.001359589525784336,0.00022587727558726067,0.0008584533172430093,-0.003431758173604773,0.0045970443523218885,0.0009171192639678954,0.0005600512187356502,0.0011890036692331304,0.001359589525784336,0.0,0.0,0.0,0.7411764705882352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7411764705882352,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.606,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.606,3.977,4.329,3.995,4.294,2.346436e-07,1.038158e-06,4.760821e-06,0.0001986754,2.847448e-06,6.467466e-07,7.168103e-07,8.907737e-07,1.7771099294117647e-07,8.366303647058822e-07,5.542725176470588e-06,0.00019750588941176467,2.662769117647059e-06,5.365189694117647e-07,5.3581248e-07,6.971362094117647e-07,5.693260705882353e-08,2.0152763529411777e-07,-7.819041764705878e-07,1.1695105882353221e-06,1.8467888235294122e-07,1.1022763058823535e-07,1.8099781999999997e-07,1.9363749058823535e-07,0.35992710382353293,1.169510588235322
34,34,True,0,0.0011049634371637085,1.2209441974686368e-06,0.0011049634371637085,0.0001893134073,0.0011049634371637085,0.35,0.0,0.0,0.0,0.0,0.980392156862745,0.0,0.0,0.0,3.57847888814099e-05,2.7726752236226487e-05,8.928264398647996e-05,-4.61866632685895e-05,0.9792871934255812,-3.0041201859363174e-05,7.288863059318e-05,0.00010685255598973358,3.57847888814099e-05,2.7726752236226487e-05,8.928264398647996e-05,-4.61866632685895e-05,-0.0011049634371637085,-3.0041201859363174e-05,7.288863059318e-05,0.00010685255598973358,0.0,0.0,0.0,0.0,0.980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980392156862745,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.337,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.337,4.329,3.995,4.294,3.675706e-07,6.771177e-07,1.620393e-06,2.750741e-06,0.0001811937,1.015641e-06,9.862187e-07,7.020253e-07,3.603711764705882e-07,6.711414705882352e-07,1.6007529411764703e-06,2.7646058823529405e-06,0.00018139823529411762,1.0223186274509803e-06,9.764247058823528e-07,6.878956862745098e-07,7.199423529411828e-09,5.976229411764828e-09,1.9640058823529723e-08,-1.3864882352940703e-08,-2.0453529411761204e-07,-6.677627450980378e-09,9.793994117647284e-09,1.4129613725490238e-08,0.03522714044117213,0.20453529411761204
35,35,True,0,0.0008248867357332212,6.804381267886092e-07,0.0008248867357332212,0.0002760142002,0.0008248867357332212,0.35,0.0,0.0,0.0,0.980392156862745,0.0,0.0,0.0,0.0,1.1678583814577837e-05,1.7308131586787694e-05,-0.00017536418839000922,0.9812170435984782,6.707322257678075e-05,1.9447555835254497e-05,4.962531986492293e-05,6.766417336511761e-05,1.1678583814577837e-05,1.7308131586787694e-05,-0.00017536418839000922,0.0008248867357332212,6.707322257678075e-05,1.9447555835254497e-05,4.962531986492293e-05,6.766417336511761e-05,0.0,0.0,0.0,0.980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980392156862745,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.463,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.463,3.977,4.329,3.995,4.294,2.378211e-07,1.111644e-06,7.296034e-06,0.0002614682,3.537462e-06,7.140082e-07,7.167365e-07,9.322944e-07,2.3506745098039213e-07,1.1066539215686271e-06,7.331647058823528e-06,0.0002612511764705882,3.5221813725490193e-06,7.096811764705882e-07,7.087466666666666e-07,9.221378431372547e-07,2.7536490196078565e-09,4.990078431372875e-09,-3.5613058823528486e-08,2.1702352941181885e-07,1.528062745098047e-08,4.327023529411779e-09,7.989833333333442e-09,1.0156556862745283e-08,0.03726679460784988,0.21702352941181885
36,36,True,0,0.011743123169475012,0.00013790094177346083,0.011743123169475012,0.0001444969155,0.011743123169475012,0.35,0.0,0.0,0.0,0.0,0.7529411764705882,0.0,0.0,0.0,0.00030161636159444763,0.0007268307130185486,0.0014630016485452954,-2.407629711465714e-05,0.7411980533011132,0.0012873777991360552,0.0012630272545075976,0.0012689581406836567,0.00030161636159444763,0.0007268307130185486,0.0014630016485452954,-2.407629711465714e-05,-0.011743123169475012,0.0012873777991360552,0.0012630272545075976,0.0012689581406836567,0.0,0.0,0.0,0.0,0.7529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7529411764705882,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.442,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.442,4.329,3.995,4.294,3.436446e-07,6.780932e-07,1.569307e-06,2.110104e-06,0.000137144,1.018761e-06,9.325809e-07,7.004248e-07,2.767650635294118e-07,5.154366494117647e-07,1.2293782588235294e-06,2.1232173176470585e-06,0.00013931384470588235,7.85140705882353e-07,7.49894174117647e-07,5.283038870588236e-07,6.68795364705882e-08,1.6265655058823535e-07,3.399287411764705e-07,-1.3113317647058479e-08,-2.1698447058823617e-06,2.3362029411764706e-07,1.8268672588235304e-07,1.7212091294117638e-07,0.4176063480882363,2.169844705882362
37,37,True,0,0.003573822398339477,1.277220653487293e-05,0.003573822398339477,0.0002128210778,0.003573822398339477,0.35,0.0,0.0,0.0,0.7529411764705882,0.0,0.0,0.0,0.0,0.0002138700929785783,0.0007963649795452287,-0.003277535594316816,0.7565149988689277,0.0008629719502094551,0.0005306965287558467,0.001134439466539897,0.001293300678907443,0.0002138700929785783,0.0007963649795452287,-0.003277535594316816,0.003573822398339477,0.0008629719502094551,0.0005306965287558467,0.001134439466539897,0.001293300678907443,0.0,0.0,0.0,0.7529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7529411764705882,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.6,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.6,3.977,4.329,3.995,4.294,2.340412e-07,1.036136e-06,4.877732e-06,0.0002015402,2.87608e-06,6.488916e-07,7.163782e-07,8.916188e-07,1.805318023529412e-07,8.499102117647059e-07,5.630704941176471e-06,0.00020064090352941175,2.7050352941176472e-06,5.450351435294118e-07,5.4431744e-07,7.082018635294117e-07,5.350939764705881e-08,1.8622578823529417e-07,-7.529729411764711e-07,8.992964705882654e-07,1.7104470588235295e-07,1.038564564705882e-07,1.7206076000000008e-07,1.8341693647058825e-07,0.3152979320588274,0.8992964705882653
38,38,True,0,0.017846784944208327,0.000318507732844821,0.017846784944208327,9.973459360000001e-05,0.017846784944208327,0.35,0.0,0.0,0.0,0.0,0.5215686274509804,0.0,0.0,0.0,0.0005719016356577698,0.0013949329758137724,0.0028237966320946175,-1.5914499027206395e-05,0.5037218425067721,0.0023733983685983086,0.0024014799294696495,0.002452924366002829,0.0005719016356577698,0.0013949329758137724,0.0028237966320946175,-1.5914499027206395e-05,-0.017846784944208327,0.0023733983685983086,0.0024014799294696495,0.002452924366002829,0.0,0.0,0.0,0.0,0.5215686274509804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215686274509804,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.55,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.55,4.329,3.995,4.294,3.20383e-07,6.723093e-07,1.515571e-06,1.467125e-06,9.32074e-05,9.787776e-07,8.711315e-07,7.018962e-07,1.9171746588235297e-07,3.5704726235294116e-07,8.516005647058824e-07,1.4707703294117647e-06,9.650386117647058e-05,5.438735098039217e-07,5.194579435294118e-07,3.6596050509803925e-07,1.2866553411764703e-07,3.152620376470588e-07,6.639704352941176e-07,-3.6453294117647976e-09,-3.296461176470578e-06,4.3490409019607825e-07,3.5167355647058827e-07,3.3593569490196073e-07,0.691314731813724,3.296461176470578
39,39,True,0,0.00218650161552314,4.7807893146853005e-06,0.00218650161552314,0.0002540381709,0.00218650161552314,0.35,0.0,0.0,0.968627450980392,0.0,0.0,0.0,0.0,0.0,1.992528563479732e-05,9.266269005320325e-05,0.9708139525959152,0.0003686588302760224,2.3026482453501838e-05,6.704763452544497e-05,0.0001100590699490011,9.646018090095441e-05,1.992528563479732e-05,9.266269005320325e-05,0.00218650161552314,0.0003686588302760224,2.3026482453501838e-05,6.704763452544497e-05,0.0001100590699490011,9.646018090095441e-05,0.0,0.0,0.968627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968627450980392,0.0,0.0,0.0,0.0,0.0,4.318,4.261,3.453,4.23,3.977,4.329,3.995,4.294,4.318,4.261,3.453,4.23,3.977,4.329,3.995,4.294,3.832263e-07,6.486792e-07,0.0002333149,1.678243e-05,7.612066e-07,5.364698e-07,9.113975e-07,6.998615e-07,3.7705731725490194e-07,6.255682792156863e-07,0.00023278597333333329,1.6646463294117645e-05,7.538008960784313e-07,5.221654584313724e-07,8.92390271372549e-07,6.842792105882352e-07,6.168982745098059e-09,2.3110920784313706e-08,5.289266666667057e-07,1.359667058823541e-07,7.405703921568738e-09,1.4304341568627604e-08,1.9007228627450997e-08,1.5582289411764768e-08,0.09380910495098546,0.5289266666667056
40,40,True,0,0.012680614846368288,0.00016079799288193583,0.012680614846368288,0.00015064357129999998,0.012680614846368288,0.35,0.0,0.0,0.0,0.5215686274509804,0.0,0.0,0.0,0.0,0.00041866896072886286,0.0015710775543609874,-0.004922104311202113,0.5342492422973487,0.0013399067361741165,0.0011059899788273067,0.002187638608156696,0.002544113874570936,0.00041866896072886286,0.0015710775543609874,-0.004922104311202113,0.012680614846368288,0.0013399067361741165,0.0011059899788273067,0.002187638608156696,0.002544113874570936,0.0,0.0,0.0,0.5215686274509804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215686274509804,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.728,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.728,3.977,4.329,3.995,4.294,2.317775e-07,9.632114e-07,2.827491e-06,0.0001422856,2.165629e-06,5.981097e-07,7.142827e-07,8.5747e-07,1.2505588392156865e-07,5.887398862745099e-07,3.900436235294118e-06,0.00013898562588235294,1.8738004901960786e-06,3.7755038588235296e-07,3.770532266666667e-07,4.905773325490196e-07,1.0672161607843136e-07,3.7447151372549015e-07,-1.072945235294118e-06,3.2999741176470703e-06,2.9182850980392117e-07,2.20559314117647e-07,3.372294733333333e-07,3.6689266745098036e-07,0.7588278059313739,3.29997411764707
41,41,True,0,0.014925222355802292,0.00022276226237014053,0.014925222355802292,7.4408639e-05,0.014925222355802292,0.35,0.0,0.0,0.0,0.0,0.3843137254901961,0.0,0.0,0.0,0.0007249544253284626,0.0017844817591565693,0.0036241035609020883,1.0415019651642023e-05,0.3693885031343938,0.002823748251580679,0.0030800407581799178,0.003156353031669462,0.0007249544253284626,0.0017844817591565693,0.0036241035609020883,1.0415019651642023e-05,-0.014925222355802292,0.002823748251580679,0.0030800407581799178,0.003156353031669462,0.0,0.0,0.0,0.0,0.3843137254901961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3843137254901961,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.617,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.617,4.329,3.995,4.294,3.073967e-07,6.71598e-07,1.492584e-06,1.109645e-06,6.83537e-05,9.252493e-07,8.411025e-07,7.073635e-07,1.412655011764706e-07,2.6308745647058826e-07,6.274951529411765e-07,1.083725505882353e-06,7.110810823529411e-05,4.0074890196078436e-07,3.8275848470588235e-07,2.6965510901960785e-07,1.661311988235294e-07,4.0851054352941175e-07,8.650888470588236e-07,2.5919494117646974e-08,-2.754408235294115e-06,5.245003980392156e-07,4.583440152941177e-07,4.377083909803922e-07,0.7050763903921565,2.754408235294115
42,42,True,0,0.006455283474873896,4.167068474098001e-05,0.006455283474873896,0.00023639619980000002,0.006455283474873896,0.35,0.0,0.968627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.00020007586692850216,0.9750827344552659,0.000173598730065656,-7.120479149344333e-06,2.0209932426773795e-05,6.0397307613979656e-05,5.5234011923348085e-05,9.673670098465464e-05,0.00020007586692850216,0.006455283474873896,0.000173598730065656,-7.120479149344333e-06,2.0209932426773795e-05,6.0397307613979656e-05,5.5234011923348085e-05,9.673670098465464e-05,0.0,0.968627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968627450980392,0.0,0.0,0.0,0.0,0.0,0.0,4.318,3.595,4.164,4.23,3.977,4.329,3.995,4.294,4.318,3.595,4.164,4.23,3.977,4.329,3.995,4.294,1.198717e-05,0.0002192363,2.638978e-06,1.402784e-07,1.138155e-07,6.952881e-07,6.987007e-07,8.856691e-07,1.1867701019607841e-05,0.00021778251529411762,2.5795333607843135e-06,1.3812976156862744e-07,1.0911840078431371e-07,6.790436823529411e-07,6.853589396078431e-07,8.66149088235294e-07,1.1946898039215932e-07,1.4537847058823867e-06,5.9444639215686406e-08,2.1486384313725573e-09,4.697099215686293e-09,1.624441764705887e-08,1.3341760392156896e-08,1.9520011764705943e-08,0.2110812816176516,1.4537847058823867
43,43,True,0,0.008767075671287095,7.686161582607406e-05,0.008767075671287095,0.0002479276259,0.008767075671287095,0.35,0.0,0.0,0.9372549019607842,0.0,0.0,0.0,0.0,0.0,3.585807945893083e-05,0.00020587454446997387,0.9460219776320713,0.001432596182819712,3.4662591171970725e-05,0.00012951781113457227,0.00016876493478240666,0.0002280495479887205,3.585807945893083e-05,0.00020587454446997387,0.008767075671287095,0.001432596182819712,3.4662591171970725e-05,0.00012951781113457227,0.00016876493478240666,0.0002280495479887205,0.0,0.0,0.9372549019607842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9372549019607842,0.0,0.0,0.0,0.0,0.0,4.318,4.261,3.468,4.23,3.977,4.329,3.995,4.294,4.318,4.261,3.468,4.23,3.977,4.329,3.995,4.294,3.784941e-07,6.597128e-07,0.0002273654,1.664e-05,7.479966e-07,5.358952e-07,8.983863e-07,7.017409e-07,3.648449345098039e-07,6.053069584313725e-07,0.00022524634666666664,1.6107306588235295e-05,7.293862921568627e-07,5.05253216862745e-07,8.63486942745098e-07,6.621163211764705e-07,1.364916549019608e-08,5.440584156862748e-08,2.119053333333353e-06,5.326934117647047e-07,1.861030784313737e-08,3.064198313725503e-08,3.4899357254902044e-08,3.9624578823529494e-08,0.3554472474019632,2.119053333333353
44,44,True,0,0.017258245523904592,0.0002978470385633729,0.017258245523904592,0.0001137252402,0.017258245523904592,0.35,0.0,0.0,0.0,0.3843137254901961,0.0,0.0,0.0,0.0,0.0005553669876134188,0.002017360501873946,-0.005114017145924041,0.4015719710141007,0.0015552731901457137,0.0014929511025471081,0.0028189705462072856,0.003262719614753588,0.0005553669876134188,0.002017360501873946,-0.005114017145924041,0.017258245523904592,0.0015552731901457137,0.0014929511025471081,0.0028189705462072856,0.003262719614753588,0.0,0.0,0.0,0.3843137254901961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3843137254901961,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.805,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.805,3.977,4.329,3.995,4.294,2.334211e-07,9.166779e-07,1.793332e-06,0.0001069281,1.729368e-06,5.763515e-07,7.142096e-07,8.337801e-07,9.214644078431374e-08,4.3380833725490196e-07,2.8740056470588237e-06,0.00010241046117647059,1.380695098039216e-06,2.781950211764706e-07,2.7782869333333337e-07,3.614780345098039e-07,1.4127465921568625e-07,4.82869562745098e-07,-1.0806736470588236e-06,4.517638823529405e-06,3.486729019607842e-07,2.981564788235294e-07,4.363809066666666e-07,4.7230206549019606e-07,0.9722461306862737,4.517638823529405
45,45,True,0,0.013445380652773786,0.00018077826089798365,0.013445380652773786,6.580928899999999e-05,0.013445380652773786,0.35,0.0,0.0,0.0,0.0,0.3372549019607843,0.0,0.0,0.0,0.0007558098111066734,0.0019213774058756672,0.003855473802240009,5.433997338172942e-05,0.3238095213080105,0.003002441361206575,0.003306559077858696,0.003347009606340254,0.0007558098111066734,0.0019213774058756672,0.003855473802240009,5.433997338172942e-05,-0.013445380652773786,0.003002441361206575,0.003306559077858696,0.003347009606340254,0.0,0.0,0.0,0.0,0.3372549019607843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3372549019607843,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.641,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.641,4.329,3.995,4.294,2.98795e-07,6.721895e-07,1.475343e-06,9.969879e-07,5.992101e-05,9.119332e-07,8.304023e-07,7.026281e-07,1.2396768470588235e-07,2.308726658823529e-07,5.506590117647058e-07,9.510244235294116e-07,6.240099294117646e-05,3.5167760784313727e-07,3.358900988235294e-07,2.3663611607843136e-07,1.7482731529411767e-07,4.4131683411764715e-07,9.246839882352942e-07,4.5963476470588456e-08,-2.4799829411764656e-06,5.602555921568627e-07,4.945122011764706e-07,4.6599198392156867e-07,0.6984417915686268,2.479982941176466
46,46,True,0,0.010364775508830859,0.00010742857134845999,0.010364775508830859,0.0002298561171,0.010364775508830859,0.35,0.0,0.9372549019607842,0.0,0.0,0.0,0.0,0.0,0.0,0.00014613977091153946,0.9476196774696151,0.0004339215299188903,-1.2240612651624044e-05,2.4249471343005917e-05,0.00013832372849408123,0.00024150571883231262,0.00019984031209233067,0.00014613977091153946,0.010364775508830859,0.0004339215299188903,-1.2240612651624044e-05,2.4249471343005917e-05,0.00013832372849408123,0.00024150571883231262,0.00019984031209233067,0.0,0.9372549019607842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9372549019607842,0.0,0.0,0.0,0.0,0.0,0.0,4.318,3.608,4.164,4.23,3.977,4.329,3.995,4.294,4.318,3.608,4.164,4.23,3.977,4.329,3.995,4.294,1.164005e-05,0.0002130615,2.62883e-06,1.395635e-07,1.117787e-07,6.909721e-07,7.074798e-07,8.75943e-07,1.1483322039215685e-05,0.00021072883058823527,2.4959857215686273e-06,1.336559231372549e-07,1.0558420156862743e-07,6.570503647058823e-07,6.631610792156862e-07,8.380956764705882e-07,1.5672796078431557e-07,2.3326694117647257e-06,1.3284427843137283e-07,5.907576862745117e-09,6.194498431372561e-09,3.392173529411776e-08,4.431872078431384e-08,3.7847323529411807e-08,0.3438039382352969,2.3326694117647255
47,47,True,0,0.016791926516239286,0.00028196879612678007,0.016791926516239286,0.00010056322029999998,0.016791926516239286,0.35,0.0,0.0,0.0,0.3372549019607843,0.0,0.0,0.0,0.0,0.0005874104790854983,0.0021887397907724756,-0.005026279601534346,0.35404682847702357,0.0017600535845537241,0.0016328935779355831,0.0030457431394857425,0.003499393907563319,0.0005874104790854983,0.0021887397907724756,-0.005026279601534346,0.016791926516239286,0.0017600535845537241,0.0016328935779355831,0.0030457431394857425,0.003499393907563319,0.0,0.0,0.0,0.3372549019607843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3372549019607843,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.834,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.834,3.977,4.329,3.995,4.294,2.308503e-07,9.025935e-07,1.460694e-06,9.426605e-05,1.596834e-06,5.69008e-07,7.14543e-07,8.226475e-07,8.08632031372549e-08,3.806889490196078e-07,2.522086588235294e-06,8.987040470588234e-05,1.2116303921568628e-06,2.4413032470588233e-07,2.4380885333333333e-07,3.1721541803921565e-07,1.4998709686274513e-07,5.219045509803922e-07,-1.0613925882352938e-06,4.3956452941176614e-06,3.852036078431372e-07,3.2487767529411765e-07,4.707341466666667e-07,5.054320819607844e-07,0.9768971302450998,4.395645294117662
48,48,True,0,0.013526744854031436,0.00018297282634606595,0.013526744854031436,6.2828838e-05,0.013526744854031436,0.35,0.0,0.0,0.0,0.0,0.3215686274509804,0.0,0.0,0.0,0.0007904093357213674,0.001959302965621427,0.003937255231104791,4.0108739456067195e-05,0.308041882596949,0.0030599340257141706,0.0033723679306747975,0.003428286195635084,0.0007904093357213674,0.001959302965621427,0.003937255231104791,4.0108739456067195e-05,-0.013526744854031436,0.0030599340257141706,0.0033723679306747975,0.003428286195635084,0.0,0.0,0.0,0.0,0.3215686274509804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215686274509804,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.65,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.65,4.329,3.995,4.294,3.005086e-07,6.704939e-07,1.469578e-06,9.502048e-07,5.700369e-05,9.065079e-07,8.248127e-07,7.030421e-07,1.1820174588235295e-07,2.201344023529412e-07,5.250469647058824e-07,9.067907294117647e-07,5.949862117647059e-05,3.353205098039216e-07,3.2026730352941174e-07,2.2562978509803925e-07,1.8230685411764702e-07,4.503594976470588e-07,9.445310352941175e-07,4.341407058823525e-08,-2.4949311764705938e-06,5.711873901960783e-07,5.045453964705883e-07,4.774123149019608e-07,0.708585966960785,2.494931176470594
49,49,True,0,0.004887143276862016,2.3884169408577604e-05,0.004887143276862016,0.0002528259711,0.004887143276862016,0.35,0.0,0.0,0.9607843137254904,0.0,0.0,0.0,0.0,0.0,2.2558342808975756e-05,9.36362484477097e-05,0.9656714570023525,0.000869600269227451,-3.414770539569411e-07,5.5891723407376723e-05,8.376710507012448e-05,0.00010761790939324903,2.2558342808975756e-05,9.36362484477097e-05,0.004887143276862016,0.000869600269227451,-3.414770539569411e-07,5.5891723407376723e-05,8.376710507012448e-05,0.00010761790939324903,0.0,0.0,0.9607843137254904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9607843137254904,0.0,0.0,0.0,0.0,0.0,4.318,4.261,3.457,4.23,3.977,4.329,3.995,4.294,4.318,4.261,3.457,4.23,3.977,4.329,3.995,4.294,3.818685e-07,6.461353e-07,0.0002320827,1.682747e-05,7.54665e-07,5.319376e-07,9.030501e-07,6.981446e-07,3.7400422156862756e-07,6.20502949019608e-07,0.00023090106666666672,1.6511674117647064e-05,7.476972450980394e-07,5.179373980392158e-07,8.851644392156865e-07,6.787384882352942e-07,7.864278431372412e-09,2.5632350980391985e-08,1.1816333333332883e-06,3.157958823529346e-07,6.9677549019606194e-09,1.4000201960784159e-08,1.7885660784313482e-08,1.9406111764705806e-08,0.19864819681371895,1.1816333333332882
