local_sample_row,sample_index,converged,iterations_executed,final_loss_mae,final_loss_mse,final_max_abs_ratio_error,final_output_power_sum,initial_loss_mae,final_learning_rate,target_ratio_0,target_ratio_1,target_ratio_2,target_ratio_3,target_ratio_4,target_ratio_5,target_ratio_6,target_ratio_7,final_ratio_0,final_ratio_1,final_ratio_2,final_ratio_3,final_ratio_4,final_ratio_5,final_ratio_6,final_ratio_7,ratio_error_0,ratio_error_1,ratio_error_2,ratio_error_3,ratio_error_4,ratio_error_5,ratio_error_6,ratio_error_7,initial_coefficient_0,initial_coefficient_1,initial_coefficient_2,initial_coefficient_3,initial_coefficient_4,initial_coefficient_5,initial_coefficient_6,initial_coefficient_7,optimized_coefficient_0,optimized_coefficient_1,optimized_coefficient_2,optimized_coefficient_3,optimized_coefficient_4,optimized_coefficient_5,optimized_coefficient_6,optimized_coefficient_7,initial_voltage_0,initial_voltage_1,initial_voltage_2,initial_voltage_3,initial_voltage_4,initial_voltage_5,initial_voltage_6,initial_voltage_7,final_voltage_0,final_voltage_1,final_voltage_2,final_voltage_3,final_voltage_4,final_voltage_5,final_voltage_6,final_voltage_7,final_output_power_0,final_output_power_1,final_output_power_2,final_output_power_3,final_output_power_4,final_output_power_5,final_output_power_6,final_output_power_7,target_output_power_0,target_output_power_1,target_output_power_2,target_output_power_3,target_output_power_4,target_output_power_5,target_output_power_6,target_output_power_7,output_power_error_0,output_power_error_1,output_power_error_2,output_power_error_3,output_power_error_4,output_power_error_5,output_power_error_6,output_power_error_7,final_output_power_mae_uw,final_output_power_max_abs_uw
10,10,True,0,0.0038310852622088776,1.4677214286314064e-05,0.0038310852622088776,0.0001799861465,0.0038310852622088776,0.35,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,8.549577693227675e-05,0.00019698726656786677,0.00039611763763966923,6.599151988074398e-06,0.9295022480711244,0.000335434784015415,0.00033845190198573825,0.0003546378159995315,8.549577693227675e-05,0.00019698726656786677,0.00039611763763966923,6.599151988074398e-06,-0.0038310852622088776,0.000335434784015415,0.00033845190198573825,0.0003546378159995315,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.359,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.359,4.329,3.995,4.294,3.617164e-07,6.826146e-07,1.614986e-06,2.630008e-06,0.0001719831,1.033362e-06,9.77822e-07,7.025375e-07,3.4307335999999997e-07,6.389266799999999e-07,1.5239167999999999e-06,2.6319047999999994e-06,0.00017269111999999997,9.732473333333332e-07,9.295563199999998e-07,6.548766933333333e-07,1.864304000000003e-08,4.3687920000000015e-08,9.106920000000015e-08,-1.8967999999993344e-09,-7.080199999999817e-07,6.011466666666672e-08,4.826568000000015e-08,4.766080666666671e-08,0.12741976416666434,0.7080199999999818
11,11,True,0,0.0015837395618715222,2.508230999837001e-06,0.0015837395618715222,0.0002620979756,0.0015837395618715222,0.35,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.0,5.85434939772045e-05,0.00021296722628217596,-0.0010165641948887104,0.9317495937714617,0.00033213120988117087,0.00016386934034764503,0.000322791853287676,0.0003489890154439798,5.85434939772045e-05,0.00021296722628217596,-0.0010165641948887104,-0.0015837395618715222,0.00033213120988117087,0.00016386934034764503,0.000322791853287676,0.0003489890154439798,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.494,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.494,3.977,4.329,3.995,4.294,2.37752e-07,1.100499e-06,6.725942e-06,0.0002482728,3.408406e-06,7.05734e-07,7.21837e-07,9.250056e-07,2.2378421333333334e-07,1.0535345333333333e-06,6.979727999999999e-06,0.00024871111999999994,3.3531166666666664e-06,6.7561648e-07,6.747268266666666e-07,8.778752266666665e-07,1.3967786666666652e-08,4.69644666666668e-08,-2.537859999999992e-07,-4.383199999999257e-07,5.5289333333333594e-08,3.011751999999996e-08,4.71101733333334e-08,4.713037333333351e-08,0.11658570666665735,0.4383199999999257
12,12,True,0,0.0038369925470895794,1.4722511806420979e-05,0.0038369925470895794,0.00018443073109999998,0.0038369925470895794,0.35,0.0,0.0,0.0,0.0,0.9568627450980391,0.0,0.0,0.0,5.896617918798241e-05,0.00013826165939865177,0.00026536652112199566,-7.79380397780867e-06,0.9530257525509496,0.0002732361253806907,0.00023821111605902182,0.00024186292152934136,5.896617918798241e-05,0.00013826165939865177,0.00026536652112199566,-7.79380397780867e-06,-0.0038369925470895794,0.0002732361253806907,0.00023821111605902182,0.00024186292152934136,0.0,0.0,0.0,0.0,0.9568627450980391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568627450980391,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.348,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.348,4.329,3.995,4.294,3.641757e-07,6.849081e-07,1.621286e-06,2.690177e-06,0.0001763353,1.045899e-06,9.859103e-07,7.03075e-07,3.517222682352941e-07,6.550340752941176e-07,1.5623348705882353e-06,2.69825534117647e-06,0.0001770446776470588,9.977829803921569e-07,9.529905129411763e-07,6.713861898039215e-07,1.2453431764705885e-08,2.987402470588245e-08,5.895112941176479e-08,-8.07834117647007e-09,-7.09377647058803e-07,4.811601960784312e-08,3.291978705882371e-08,3.1688810196078505e-08,0.11643239887254643,0.709377647058803
13,13,True,0,0.0010154037182382725,1.031044711012109e-06,0.0010154037182382725,0.0002694290167,0.0010154037182382725,0.35,0.0,0.0,0.0,0.9568627450980391,0.0,0.0,0.0,0.0,4.000095956989088e-05,0.00012300480512307115,-0.0007043788630811607,0.9578781488162774,0.00022706915010763454,7.442655058005913e-05,0.0002015464904673095,0.00022008551211145618,4.000095956989088e-05,0.00012300480512307115,-0.0007043788630811607,0.0010154037182382725,0.00022706915010763454,7.442655058005913e-05,0.0002015464904673095,0.00022008551211145618,0.0,0.0,0.0,0.9568627450980391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568627450980391,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.479,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.479,3.977,4.329,3.995,4.294,2.391729e-07,1.10942e-06,6.995452e-06,0.0002552404,3.482932e-06,7.076146e-07,7.224705e-07,9.315547e-07,2.2942583215686275e-07,1.0800942274509802e-06,7.155687529411765e-06,0.0002549811482352941,3.437649019607843e-06,6.926488282352941e-07,6.917367466666666e-07,9.000065349019606e-07,9.747067843137224e-09,2.9325772549019837e-08,-1.6023552941176494e-07,2.592517647058835e-07,4.528298039215709e-08,1.496577176470589e-08,3.0733753333333425e-08,3.1548165098039354e-08,0.07263635063725517,0.2592517647058835
14,14,True,0,0.012861738021204272,0.00016542430492609157,0.012861738021204272,0.00015169690109999997,0.012861738021204272,0.35,0.0,0.0,0.0,0.0,0.7921568627450978,0.0,0.0,0.0,0.0002556737873488419,0.0006360986901470002,0.0012658963375364938,-1.699516538415484e-05,0.7792951247238935,0.0011430766203185273,0.0010820476650404292,0.0010898068345407876,0.0002556737873488419,0.0006360986901470002,0.0012658963375364938,-1.699516538415484e-05,-0.012861738021204272,0.0011430766203185273,0.0010820476650404292,0.0010898068345407876,0.0,0.0,0.0,0.0,0.7921568627450978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7921568627450978,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.425,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.425,4.329,3.995,4.294,3.470791e-07,6.827536e-07,1.583183e-06,2.215875e-06,0.0001441926,1.030866e-06,9.428101e-07,7.017343e-07,2.911799105882352e-07,5.422823082352939e-07,1.2934083764705879e-06,2.233801552941176e-06,0.000146569774117647,8.260334509803919e-07,7.889511623529409e-07,5.558197145098038e-07,5.589918941176483e-08,1.4047129176470612e-07,2.8977462352941224e-07,-1.792655294117562e-08,-2.3771741176469984e-06,2.0483254901960812e-07,1.538589376470591e-07,1.459145854901962e-07,0.4232314809313651,2.3771741176469985
15,15,True,0,0.005720501672780487,3.272413938828435e-05,0.005720501672780487,0.00022440645080000002,0.005720501672780487,0.35,0.0,0.0,0.0,0.7921568627450978,0.0,0.0,0.0,0.0,0.0001801398696517388,0.000673992880721739,-0.0029352837115033496,0.7978773644178783,0.0007510942624996148,0.0004230220005134116,0.0009568161968218952,0.0010644786480560788,0.0001801398696517388,0.000673992880721739,-0.0029352837115033496,0.005720501672780487,0.0007510942624996148,0.0004230220005134116,0.0009568161968218952,0.0010644786480560788,0.0,0.0,0.0,0.7921568627450978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7921568627450978,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.577,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.577,3.977,4.329,3.995,4.294,2.356237e-07,1.054677e-06,5.26803e-06,0.0002125677,3.004048e-06,6.582434e-07,7.195357e-07,8.98593e-07,1.8993450039215682e-07,8.941763686274507e-07,5.92397082352941e-06,0.0002110909505882352,2.8459225490196072e-06,5.734223905882352e-07,5.726673066666665e-07,7.450873772549017e-07,4.5689199607843165e-08,1.605006313725494e-07,-6.559408235294103e-07,1.476749411764806e-06,1.581254509803928e-07,8.482100941176484e-08,1.4686839333333344e-07,1.535056227450983e-07,0.3602750678431498,1.476749411764806
16,16,True,0,0.016660296177076095,0.00027756546870789635,0.016660296177076095,0.0001310480357,0.016660296177076095,0.35,0.0,0.0,0.0,0.0,0.6862745098039214,0.0,0.0,0.0,0.00038898937571143805,0.0009449622822846602,0.001915016284816283,2.7846447601643023e-05,0.6696142136268453,0.0016635328351856122,0.001599466641459061,0.0016637605251016382,0.00038898937571143805,0.0009449622822846602,0.001915016284816283,2.7846447601643023e-05,-0.016660296177076095,0.0016635328351856122,0.001599466641459061,0.0016637605251016382,0.0,0.0,0.0,0.0,0.6862745098039214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862745098039214,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.473,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.473,4.329,3.995,4.294,3.380713e-07,6.803327e-07,1.563688e-06,1.930224e-06,0.0001239002,1.016032e-06,9.132937e-07,7.06194e-07,2.522598235294117e-07,4.6979902941176454e-07,1.120527058823529e-06,1.935224117647058e-06,0.0001269787647058823,7.156230392156862e-07,6.834972941176468e-07,4.815269803921568e-07,8.581147647058832e-08,2.1053367058823547e-07,4.43160941176471e-07,-5.0001176470580564e-09,-3.078564705882316e-06,3.0040896078431377e-07,2.2979640588235326e-07,2.2466701960784318e-07,0.5722429122548974,3.078564705882316
17,17,True,0,0.008798231656289457,7.740888027773393e-05,0.008798231656289457,0.0001956027397,0.008798231656289457,0.35,0.0,0.0,0.0,0.6862745098039214,0.0,0.0,0.0,0.0,0.000270672934421108,0.001031470386336852,-0.00394994560559608,0.6950727414602108,0.001080679646187804,0.0006843909727077481,0.0014571091797863298,0.001647421078231832,0.000270672934421108,0.001031470386336852,-0.00394994560559608,0.008798231656289457,0.001080679646187804,0.0006843909727077481,0.0014571091797863298,0.001647421078231832,0.0,0.0,0.0,0.6862745098039214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862745098039214,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.636,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.636,3.977,4.329,3.995,4.294,2.336685e-07,1.020631e-06,4.258879e-06,0.0001851566,2.695409e-06,6.338417e-07,7.203853e-07,8.833252e-07,1.6454721568627447e-07,7.74657745098039e-07,5.132152941176469e-06,0.0001828758235294117,2.465526960784313e-06,4.967768235294116e-07,4.961226666666666e-07,6.454964901960783e-07,6.912128431372554e-08,2.4597325490196105e-07,-8.732739411764691e-07,2.280776470588305e-06,2.2988203921568707e-07,1.3706487647058841e-07,2.242626333333334e-07,2.3782870980392176e-07,0.5372729012254989,2.2807764705883047
18,18,True,0,0.01641563757418285,0.00026947315696692383,0.01641563757418285,0.00013403923880000003,0.01641563757418285,0.35,0.0,0.0,0.0,0.0,0.7019607843137254,0.0,0.0,0.0,0.00036701855721347213,0.0008892235055413702,0.0018285795249601783,-2.4009899301159765e-05,0.6855451467395426,0.0016148806788377663,0.0015245337588977218,0.0015843737779603745,0.00036701855721347213,0.0008892235055413702,0.0018285795249601783,-2.4009899301159765e-05,-0.01641563757418285,0.0016148806788377663,0.0015245337588977218,0.0015843737779603745,0.0,0.0,0.0,0.0,0.7019607843137254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7019607843137254,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.466,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.466,4.329,3.995,4.294,3.387217e-07,6.781939e-07,1.568076e-06,1.95978e-06,0.0001268475,1.023243e-06,9.176579e-07,7.060663e-07,2.580257623529412e-07,4.805372929411764e-07,1.146139105882353e-06,1.979457811764706e-06,0.0001298811364705882,7.31980137254902e-07,6.991200894117646e-07,4.92533311372549e-07,8.06959376470588e-08,1.9765660705882364e-07,4.219368941176471e-07,-1.967781176470566e-08,-3.033636470588198e-06,2.9126286274509797e-07,2.1853781058823542e-07,2.1353298862745106e-07,0.5596171728921522,3.0336364705881977
19,19,True,0,0.0077956561423039306,6.0772254689041e-05,0.0077956561423039306,0.00019970294640000001,0.0077956561423039306,0.35,0.0,0.0,0.0,0.7019607843137254,0.0,0.0,0.0,0.0,0.000255876680087375,0.0009786833936691268,-0.0038538121746342253,0.7097564404560294,0.0010267478476946989,0.0006460879015426145,0.0013940005492532955,0.0015637721473346384,0.000255876680087375,0.0009786833936691268,-0.0038538121746342253,0.0077956561423039306,0.0010267478476946989,0.0006460879015426145,0.0013940005492532955,0.0015637721473346384,0.0,0.0,0.0,0.7019607843137254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7019607843137254,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.628,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.628,3.977,4.329,3.995,4.294,2.335324e-07,1.025054e-06,4.391284e-06,0.0001890709,2.738186e-06,6.371081e-07,7.214513e-07,8.854306e-07,1.683082949019608e-07,7.923642078431371e-07,5.249459294117647e-06,0.00018705584235294116,2.521881862745098e-06,5.081317223529412e-07,5.074626133333333e-07,6.602506956862745e-07,6.52241050980392e-08,2.3268979215686281e-07,-8.58175294117647e-07,2.0150576470588525e-06,2.1630413725490188e-07,1.2897637764705876e-07,2.1398868666666673e-07,2.2517990431372547e-07,0.49444949303921926,2.0150576470588524
20,20,True,0,0.013784869066092775,0.0001900226151693215,0.013784869066092775,0.00013378057039999998,0.013784869066092775,0.35,0.0,0.0,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,0.0003518541407708289,0.0009184703952540146,0.0018212116067941628,-2.509208571571924e-05,0.6842543466201817,0.0015549559766157486,0.00153405887180888,0.0015810857657354463,0.0003518541407708289,0.0009184703952540146,0.0018212116067941628,-2.509208571571924e-05,-0.013784869066092775,0.0015549559766157486,0.00153405887180888,0.0015810857657354463,0.0,0.0,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.467,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.467,4.329,3.995,4.294,3.355399e-07,6.836685e-07,1.564177e-06,1.955695e-06,0.0001266086,1.01058e-06,9.176165e-07,7.046935e-07,2.5658427764705883e-07,4.778527270588235e-07,1.139736094117647e-06,1.968399388235294e-06,0.00012915554352941174,7.278908627450981e-07,6.952143905882352e-07,4.897817286274509e-07,7.895562235294117e-08,2.0581577294117647e-07,4.244409058823529e-07,-1.2704388235294037e-08,-2.546943529411745e-06,2.826891372549019e-07,2.2240210941176485e-07,2.149117713725491e-07,0.49860790460784077,2.5469435294117453
21,21,True,0,0.008134917355709259,6.617688038421972e-05,0.008134917355709259,0.0001986960709,0.008134917355709259,0.35,0.0,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,0.0,0.00026183352865490235,0.000991156378549566,-0.003890416690597597,0.7061741330419837,0.0010328299163309893,0.0006513402064659467,0.0013941985205607257,0.0015911573218292843,0.00026183352865490235,0.000991156378549566,-0.003890416690597597,0.008134917355709259,0.0010328299163309893,0.0006513402064659467,0.0013941985205607257,0.0015911573218292843,0.0,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.63,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.63,3.977,4.329,3.995,4.294,2.340205e-07,1.023887e-06,4.355792e-06,0.0001881157,2.726424e-06,6.355293e-07,7.188966e-07,8.858215e-07,1.6736802509803922e-07,7.879375921568627e-07,5.220132705882353e-06,0.0001860108376470588,2.507793137254902e-06,5.052929976470588e-07,5.046276266666667e-07,6.565621443137254e-07,6.665247490196076e-08,2.3594940784313724e-07,-8.643407058823535e-07,2.104862352941204e-06,2.186308627450983e-07,1.3023630235294117e-07,2.142689733333333e-07,2.2925935568627458e-07,0.5080250544607879,2.104862352941204
22,22,True,0,0.014960086648512783,0.00022380419253101042,0.014960086648512783,0.0001357828337,0.014960086648512783,0.35,0.0,0.0,0.0,0.0,0.7098039215686274,0.0,0.0,0.0,0.00036658526172337095,0.0008507072720991028,0.0017565895493341418,-7.549919538362045e-06,0.6948438349201146,0.0015330091950510887,0.0014786803891503734,0.0015365005973313021,0.00036658526172337095,0.0008507072720991028,0.0017565895493341418,-7.549919538362045e-06,-0.014960086648512783,0.0015330091950510887,0.0014786803891503734,0.0015365005973313021,0.0,0.0,0.0,0.0,0.7098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7098039215686274,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.462,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.462,4.329,3.995,4.294,3.415094e-07,6.757173e-07,1.565733e-06,1.989084e-06,0.0001285679,1.017372e-06,9.197532e-07,7.057648e-07,2.6090873176470587e-07,4.859064247058823e-07,1.1589451294117647e-06,2.0015746588235293e-06,0.00013133232235294114,7.401586862745098e-07,7.069314870588234e-07,4.980364768627451e-07,8.060066823529411e-08,1.8981087529411771e-07,4.0678787058823527e-07,-1.2490658823529139e-08,-2.7644223529411298e-06,2.7721331372549026e-07,2.1282171294117662e-07,2.0772832313725489e-07,0.5189844719607785,2.76442235294113
23,23,True,0,0.007898185167325655,6.2381328937363e-05,0.007898185167325655,0.00020193976709999997,0.007898185167325655,0.35,0.0,0.0,0.0,0.7098039215686274,0.0,0.0,0.0,0.0,0.0002515935673400951,0.0009437356933681887,-0.003746052883046209,0.717702106735953,0.0010022452183356904,0.0006557372947770816,0.001324614283848511,0.0015386678608704006,0.0002515935673400951,0.0009437356933681887,-0.003746052883046209,0.007898185167325655,0.0010022452183356904,0.0006557372947770816,0.001324614283848511,0.0015386678608704006,0.0,0.0,0.0,0.7098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7098039215686274,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.623,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.623,3.977,4.329,3.995,4.294,2.34153e-07,1.026112e-06,4.476336e-06,0.00019119,2.762268e-06,6.446618e-07,7.169206e-07,8.893157e-07,1.7018883450980393e-07,8.012174392156861e-07,5.308112470588235e-06,0.00018914585176470585,2.55005931372549e-06,5.138091717647059e-07,5.131325866666667e-07,6.676277984313725e-07,6.396416549019606e-08,2.2489456078431378e-07,-8.317764705882354e-07,2.044148235294139e-06,2.1220868627451005e-07,1.308526282352941e-07,2.037880133333334e-07,2.216879015686275e-07,0.49166508269608117,2.044148235294139
24,24,True,0,0.0011647546846526025,1.3566534754201834e-06,0.0011647546846526025,0.0001826832644,0.0011647546846526025,0.35,0.0,0.0,0.0,0.0,0.945098039215686,0.0,0.0,0.0,7.372162293650431e-05,0.00013856517176703744,0.0002961892098328671,-2.66783881902391e-05,0.9439332845310334,0.00025249457096564176,0.0002439359327263962,0.0002917684839020456,7.372162293650431e-05,0.00013856517176703744,0.0002961892098328671,-2.66783881902391e-05,-0.0011647546846526025,0.00025249457096564176,0.0002439359327263962,0.0002917684839020456,0.0,0.0,0.0,0.0,0.945098039215686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945098039215686,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.353,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.353,4.329,3.995,4.294,3.638219e-07,6.789344e-07,1.613773e-06,2.660037e-06,0.0001746529,1.032553e-06,9.776821e-07,7.03563e-07,3.4739781411764696e-07,6.469803776470586e-07,1.5431258352941173e-06,2.6650800705882343e-06,0.00017486789882352935,9.855151568627448e-07,9.412734164705879e-07,6.631314415686273e-07,1.6424085882353036e-08,3.195402235294142e-08,7.064716470588274e-08,-5.043070588234435e-09,-2.149988235293466e-07,4.703784313725522e-08,3.640868352941214e-08,4.043155843137269e-08,0.057868156519599784,0.2149988235293466
25,25,True,0,0.0012894633217098717,1.662715658035056e-06,0.0012894633217098717,0.00026621186420000006,0.0012894633217098717,0.35,0.0,0.0,0.0,0.945098039215686,0.0,0.0,0.0,0.0,4.487072358045903e-05,0.00014563874016021523,-0.000757370945175001,0.9463875025373959,0.00024870953551415706,9.793257144128547e-05,0.00024044925207466952,0.00027466360658686794,4.487072358045903e-05,0.00014563874016021523,-0.000757370945175001,0.0012894633217098717,0.00024870953551415706,9.793257144128547e-05,0.00024044925207466952,0.00027466360658686794,0.0,0.0,0.0,0.945098039215686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.945098039215686,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.486,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.486,3.977,4.329,3.995,4.294,2.376943e-07,1.101667e-06,6.897052e-06,0.0002521776,3.445656e-06,7.038001e-07,7.200338e-07,9.28361e-07,2.26605022745098e-07,1.0668143803921565e-06,7.067707764705881e-06,0.00025184613411764696,3.3953828431372543e-06,6.841326541176469e-07,6.832317866666665e-07,8.889408807843135e-07,1.1089277254901992e-08,3.4852619607843385e-08,-1.706557647058808e-07,3.3146588235304824e-07,5.027315686274562e-08,1.9667445882353122e-08,3.680201333333352e-08,3.9420119215686484e-08,0.08677828490197415,0.33146588235304825
26,26,True,0,0.011551378796274436,0.00013343435209501865,0.011551378796274436,0.0001563618894,0.011551378796274436,0.35,0.0,0.0,0.0,0.0,0.8156862745098039,0.0,0.0,0.0,0.00023478596211398662,0.0005355011007481193,0.0011437026328207024,-4.1844377656361995e-05,0.8041348957135295,0.0009836268874936702,0.0009268802527900398,0.0010001873767443272,0.00023478596211398662,0.0005355011007481193,0.0011437026328207024,-4.1844377656361995e-05,-0.011551378796274436,0.0009836268874936702,0.0009268802527900398,0.0010001873767443272,0.0,0.0,0.0,0.0,0.8156862745098039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8156862745098039,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.414,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.414,4.329,3.995,4.294,3.50608e-07,6.764789e-07,1.593321e-06,2.277057e-06,0.0001487882,1.026387e-06,9.437131e-07,7.061244e-07,2.9982881882352943e-07,5.583897035294117e-07,1.3318264470588235e-06,2.300152094117647e-06,0.00015092333176470587,8.505690980392157e-07,8.123853552941175e-07,5.723292109803921e-07,5.0779181176470555e-08,1.1808919647058828e-07,2.614945529411765e-07,-2.309509411764698e-08,-2.1351317647058687e-06,1.758179019607844e-07,1.313277447058825e-07,1.3379518901960787e-07,0.3786913281372532,2.1351317647058687
27,27,True,0,0.005481744906679187,3.0049527221903206e-05,0.005481744906679187,0.0002309433222,0.005481744906679187,0.35,0.0,0.0,0.0,0.8156862745098039,0.0,0.0,0.0,0.0,0.00015858499827445997,0.0005870364447321895,-0.002575460988321475,0.8211680194164831,0.0005745900960146405,0.00035597405587393574,0.0008231315389915805,0.000956321977282352,0.00015858499827445997,0.0005870364447321895,-0.002575460988321475,0.005481744906679187,0.0005745900960146405,0.00035597405587393574,0.0008231315389915805,0.000956321977282352,0.0,0.0,0.0,0.8156862745098039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8156862745098039,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.563,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.563,3.977,4.329,3.995,4.294,2.357934e-07,1.061051e-06,5.527692e-06,0.0002187797,3.055219e-06,6.622693e-07,7.163036e-07,9.052939e-07,1.9557611921568628e-07,9.20736062745098e-07,6.099930352941177e-06,0.0002173609788235294,2.9304549019607843e-06,5.904547388235294e-07,5.896772266666666e-07,7.67218685490196e-07,4.021728078431371e-08,1.40314937254902e-07,-5.722383529411768e-07,1.4187211764705846e-06,1.2476409803921556e-07,7.181456117647061e-08,1.2662637333333334e-07,1.3807521450980402e-07,0.32909649931372514,1.4187211764705847
28,28,True,0,0.015228378572800794,0.00023190351395653834,0.015228378572800794,0.00013055075830000002,0.015228378572800794,0.35,0.0,0.0,0.0,0.0,0.6823529411764705,0.0,0.0,0.0,0.0003928939163206264,0.0009313706374456743,0.001905845097534237,-1.0720541942468853e-05,0.6671245626036697,0.0016615185851057749,0.0015925078790277908,0.0016713590424363282,0.0003928939163206264,0.0009313706374456743,0.001905845097534237,-1.0720541942468853e-05,-0.015228378572800794,0.0016615185851057749,0.0015925078790277908,0.0016713590424363282,0.0,0.0,0.0,0.0,0.6823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6823529411764705,0.0,0.0,0.0,4.318,4.261,4.164,4.23,3.475,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.475,4.329,3.995,4.294,3.377612e-07,6.755641e-07,1.557096e-06,1.912767e-06,0.0001234394,1.013021e-06,9.097291e-07,7.054199e-07,2.508183388235294e-07,4.671144635294117e-07,1.1141240470588234e-06,1.9241656941176465e-06,0.00012625317176470586,7.115337647058823e-07,6.795915952941175e-07,4.787753976470588e-07,8.694286117647059e-08,2.0844963647058836e-07,4.4297195294117657e-07,-1.1398694117646666e-08,-2.813771764705855e-06,3.0148723529411775e-07,2.3013750470588255e-07,2.266445023529412e-07,0.5402255189705849,2.813771764705855
29,29,True,0,0.009410438891109263,8.855636012330173e-05,0.009410438891109263,0.00019464225430000003,0.009410438891109263,0.35,0.0,0.0,0.0,0.6823529411764705,0.0,0.0,0.0,0.0,0.0002845367308778623,0.0010259526397642543,-0.004029403859101721,0.6917633800675798,0.0010191006370960688,0.0006876581523198976,0.0014479283085101252,0.001663390978544443,0.0002845367308778623,0.0010259526397642543,-0.004029403859101721,0.009410438891109263,0.0010191006370960688,0.0006876581523198976,0.0014479283085101252,0.001663390978544443,0.0,0.0,0.0,0.6823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6823529411764705,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.639,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.639,3.977,4.329,3.995,4.294,2.355442e-07,1.015718e-06,4.214949e-06,0.0001842732,2.672069e-06,6.319731e-07,7.165093e-07,8.822917e-07,1.6360694588235293e-07,7.702311294117645e-07,5.102826352941176e-06,0.0001818308188235294,2.4514382352941176e-06,4.939380988235293e-07,4.932876799999999e-07,6.418079388235293e-07,7.193725411764707e-08,2.454868705882354e-07,-8.87877352941176e-07,2.4423811764706107e-06,2.2063076470588237e-07,1.3803500117647064e-07,2.2322162000000012e-07,2.4048376117647066e-07,0.5587567251470617,2.4423811764706107
