input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.9464890905935226,0.00041724263272,True
2,2,2,0.9375660716813362,0.00040682231527000004,True
3,3,3,0.935068233276255,0.00039488070159999995,True
4,4,4,0.9400382577883003,0.0003804235594,True
5,5,5,0.9682139679301888,0.0003588553889,True
6,6,6,0.9738386218006464,0.0003334187952,True
7,7,7,0.9762806508354426,0.00035608858958999993,True
8,8,8,0.9818699660494482,0.0002912999785,True
