mzi_id,probe_arm,eta_ref,eta_cur,delta_eta,delta_Delta,beta_ref,beta_cur,delta_beta,sigma_coeff,bmzi,sigma_reference_mode,relative_sigma_link,relative_sigma_link_wrapped,bmzi_global_delta_Sigma,global_delta_Sigma,global_delta_Sigma_wrapped,delta_Sigma,theta_u,theta_d,delta_fit_rmse_uW,sigma_fit_rmse_uW,delta_outlier_indices,delta_outlier_x,delta_outlier_y,delta_outlier_reason,delta_used_outlier_removal,delta_fit_quality_ok,sigma_outlier_indices,sigma_outlier_x,sigma_outlier_y,sigma_outlier_reason,sigma_used_outlier_removal,sigma_fit_quality_ok,delta_rescan_count,sigma_rescan_count,final_delta_scan_file,final_sigma_scan_file,warning
5,u,1.2336446515949566,2.481013760947806,1.2473691093528494,1.2473691093528494,0.012862127118823174,0.29068136488261453,0.27781923776379136,2.0,0,chained_bmzi,0.5556384755275827,0.5556384755275827,0.0,0.5556384755275827,0.5556384755275827,0.5556384755275827,0.9015037924402161,-0.34586531691263334,0.009674944546820972,2.434837206755953,[],[],[],[],False,True,[],[],[],[],False,True,0,0,results\ColumnPhaseOptimize\run_20260609_151202\iter_000\current_theta_measurement\delta_current\obs5_probe.txt,results\ColumnPhaseOptimize\run_20260609_151202\iter_000\current_theta_measurement\sigma_current\obs5_inter_scan.txt,
6,u,1.3619611741885613,1.1943210809292761,-0.1676400932592852,-0.1676400932592852,0.2727066879019011,0.30939156294623205,0.036684875044330933,2.0,5,chained_bmzi,0.07336975008866187,0.07336975008866187,0.5556384755275827,0.6290082256162446,0.6290082256162446,0.6290082256162446,0.2306840661784797,0.3983241594377649,0.02472564832700319,2.007281311264826,[],[],[],[],False,True,[],[],[],[],False,True,0,0,results\ColumnPhaseOptimize\run_20260609_151202\iter_000\current_theta_measurement\delta_current\obs6_probe.txt,results\ColumnPhaseOptimize\run_20260609_151202\iter_000\current_theta_measurement\sigma_current\obs6_inter_scan.txt,
7,u,1.3178415305691402,1.8632180470941497,0.5453765165250095,0.5453765165250095,0.24041540938578887,0.4118145031715894,0.17139909378580054,2.0,6,chained_bmzi,0.3427981875716011,0.3427981875716011,0.6290082256162446,0.9718064131878457,0.9718064131878457,0.9718064131878457,0.7585914648564276,0.21321494833141807,0.025016156212354364,0.08777399430551634,[],[],[],[],False,True,[],[],[],[],False,True,0,0,results\ColumnPhaseOptimize\run_20260609_151202\iter_000\current_theta_measurement\delta_current\obs7_probe.txt,results\ColumnPhaseOptimize\run_20260609_151202\iter_000\current_theta_measurement\sigma_current\obs7_inter_scan.txt,Sigma low visibility
8,u,1.6943574634125982,0.7968897117903886,-0.8974677516222096,-0.8974677516222096,0.9949921030863456,1.182521758997778,0.18752965591143234,2.0,7,chained_bmzi,0.37505931182286467,0.37505931182286467,0.9718064131878457,1.3468657250107103,1.3468657250107103,1.3468657250107103,0.22469898669425037,1.12216673831646,0.0077975679415015755,0.0628416855884438,[],[],[],[],False,True,[],[],[],[],False,True,0,0,results\ColumnPhaseOptimize\run_20260609_151202\iter_000\current_theta_measurement\delta_current\obs8_probe.txt,results\ColumnPhaseOptimize\run_20260609_151202\iter_000\current_theta_measurement\sigma_current\obs8_inter_scan.txt,Sigma low visibility
