global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,heater_label,heater_port,mzi_id,arm_index,voltage_before,voltage_after,gradient,accepted,line_search_trials,lr_used
3,3,optimized,,0,0.020839470777931652,0.02047725825828636,MZI9_arm0,76,9,0,3.339,3.3454009317669473,-0.0640093176694748,True,1,0.1
3,3,optimized,,0,0.02047725825828636,0.02047010503430248,MZI9_arm1,72,9,1,0.0,0.0,0.0006223706045041522,True,5,0.00625
3,3,optimized,,0,0.02047010503430248,0.019247310374533685,MZI10_arm0,75,10,0,3.502,3.513118822256793,-0.11118822256793161,True,1,0.1
3,3,optimized,,0,0.019247310374533685,0.017303292447426434,MZI10_arm1,71,10,1,4.193,4.178712626418035,0.14287373581964738,True,1,0.1
3,3,optimized,,0,0.017303292447426434,0.017295498410571986,MZI11_arm0,74,11,0,4.149,4.149285215939662,-0.0028521593966178167,True,1,0.1
3,3,optimized,,0,0.017295498410571986,0.017260549184517443,MZI11_arm1,70,11,1,3.972,3.9719312914059777,0.005496687521779233,True,4,0.0125
3,3,optimized,,0,0.017260549184517443,0.017258358190274315,MZI12_arm0,73,12,0,3.822,3.8225744345476733,-0.011488690953463221,True,2,0.05
3,3,optimized,,0,0.017258358190274315,0.017258358190274315,MZI12_arm1,69,12,1,3.928,3.928,0.01103036558538676,False,7,0.1
3,3,optimized,,1,0.017297767943237383,0.015422903170084877,MZI10_arm1,71,10,1,4.179,4.165266159175911,0.13733840824089996,True,1,0.1
3,3,optimized,,1,0.015422903170084877,0.014414747911921278,MZI10_arm0,75,10,0,3.513,3.5230423254207515,-0.10042325420751723,True,1,0.1
3,3,optimized,,1,0.014414747911921278,0.014082319624816104,MZI9_arm0,76,9,0,3.345,3.3509901874434376,-0.059901874434373475,True,1,0.1
3,3,optimized,,1,0.014082319624816104,0.014070582914550716,MZI12_arm0,73,12,0,3.823,3.8241747587336294,-0.011747587336294666,True,1,0.1
3,3,optimized,,1,0.014070582914550716,0.014012592141056953,MZI12_arm1,69,12,1,3.928,3.9268970153787577,0.011029846212424458,True,1,0.1
3,3,optimized,,1,0.014012592141056953,0.013992247225254887,MZI11_arm1,70,11,1,3.972,3.9715240490164683,0.004759509835315164,True,1,0.1
3,3,optimized,,1,0.013992247225254887,0.013953252392337608,MZI11_arm0,74,11,0,4.149,4.149073155353516,-0.002926214140660228,True,3,0.025
3,3,optimized,,1,0.013953252392337608,0.013953252392337608,MZI9_arm1,72,9,1,0.0,0.0,-0.003599825779598397,False,7,0.1
