global_target_layer,current_layer,layer_status,skip_reason,start_loss,final_loss,iterations_completed,active_heater_labels,active_heater_ports
8,1,skipped,first_or_last_layer_bar_fixed,,,0,,
8,2,optimized,,1.0426933627957082,0.007694979141479999,13,MZI5_arm0;MZI5_arm1;MZI6_arm0;MZI6_arm1;MZI7_arm0;MZI7_arm1;MZI8_arm0;MZI8_arm1,11;7;12;8;13;9;14;10
8,3,optimized,,1.6113917728457734,0.017956934219252756,9,MZI9_arm0;MZI9_arm1;MZI10_arm0;MZI10_arm1;MZI11_arm0;MZI11_arm1;MZI12_arm0;MZI12_arm1,76;72;75;71;74;70;73;69
8,4,optimized,,1.0322983240945303,0.07913882070613,8,MZI13_arm0;MZI13_arm1;MZI14_arm0;MZI14_arm1;MZI15_arm0;MZI15_arm1;MZI16_arm0;MZI16_arm1,19;15;20;16;21;17;22;18
8,5,optimized,,0.8675123786091802,0.14535156761288306,20,MZI17_arm0;MZI17_arm1;MZI18_arm0;MZI18_arm1;MZI19_arm0;MZI19_arm1;MZI20_arm0;MZI20_arm1,84;80;83;79;82;78;81;77
8,6,optimized,,0.8281862557155598,0.23671311002322667,20,MZI21_arm0;MZI21_arm1;MZI22_arm0;MZI22_arm1;MZI23_arm0;MZI23_arm1;MZI24_arm0;MZI24_arm1,27;23;28;24;29;25;26;30
8,7,optimized,,1.071033153922251,0.23583052982130126,20,MZI25_arm0;MZI25_arm1;MZI26_arm0;MZI26_arm1;MZI27_arm0;MZI27_arm1;MZI28_arm0;MZI28_arm1,100;104;99;103;102;98;101;97
8,8,optimized,,0.9907143638972883,0.23634665147172665,11,MZI29_arm0;MZI29_arm1;MZI30_arm0;MZI30_arm1;MZI31_arm0;MZI31_arm1;MZI32_arm0;MZI32_arm1,33;34;38;35;36;37;40;39
