global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,heater_label,heater_port,mzi_id,arm_index,voltage_before,voltage_after,gradient,accepted,line_search_trials,lr_start,lr_used,lr_next,update_mode,coarse_search_trials,coarse_search_step_v
8,2,optimized,,5,0.009223467735226391,0.009223467735226391,MZI6_arm0,12,6,0,4.191,4.191,-0.11219679810343015,False,3,0.0052734375,0.0052734375,0.00263671875,rejected,0,0.0
8,2,optimized,,5,0.009223467735226391,0.007862447307378149,MZI5_arm0,11,5,0,4.038,4.055048263041028,-0.06735116263122178,True,1,0.25312500000000004,0.25312500000000004,0.37968750000000007,line_search,0,0.0
8,2,optimized,,5,0.007862447307378149,0.007862447307378149,MZI5_arm1,7,5,1,2.5,2.5,0.0275903286655104,False,1,0.001318359375,0.001318359375,0.001,rejected,0,0.0
8,2,optimized,,5,0.007862447307378149,0.007862447307378149,MZI8_arm0,14,8,0,4.0,4.0,0.012405538936957916,False,1,0.0011718750000000002,0.0011718750000000002,0.001,rejected,0,0.0
8,2,optimized,,5,0.007862447307378149,0.007862447307378149,MZI7_arm1,9,7,1,5.005,5.005,-0.024312507406015496,False,7,0.12656250000000002,0.12656250000000002,0.06328125000000001,rejected,0,0.0
8,2,optimized,,5,0.007862447307378149,0.00777270246844438,MZI7_arm0,13,7,0,4.085,4.084335342984483,0.0315096659208216,True,2,0.0421875,0.02109375,0.031640625000000006,line_search,0,0.0
8,2,optimized,,5,0.00777270246844438,0.00777270246844438,MZI6_arm1,8,6,1,5.5,5.5,-0.0020046575613711765,False,0,0.009375000000000001,0.009375000000000001,0.004687500000000001,rejected,0,0.0
8,2,optimized,,5,0.00777270246844438,0.00777270246844438,MZI8_arm1,10,8,1,4.0,4.0,0.002534226241385179,False,5,0.028125000000000004,0.028125000000000004,0.014062500000000002,rejected,0,0.0
8,2,optimized,,6,0.007845489022422863,0.007845489022422863,MZI6_arm0,12,6,0,4.191,4.191,-0.10170641676590442,False,2,0.00263671875,0.00263671875,0.001318359375,rejected,0,0.0
8,2,optimized,,6,0.007845489022422863,0.0071077677108990125,MZI5_arm0,11,5,0,4.055,4.073891241436442,-0.049754709956061176,True,1,0.37968750000000007,0.37968750000000007,0.56953125,line_search,0,0.0
8,2,optimized,,6,0.0071077677108990125,0.006986177168275963,MZI7_arm0,13,7,0,4.084,4.083501712188606,0.015748355520583793,True,1,0.031640625000000006,0.031640625000000006,0.04746093750000001,line_search,0,0.0
8,2,optimized,,6,0.006986177168275963,0.006986177168275963,MZI5_arm1,7,5,1,2.5,2.5,0.019091678613025596,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,6,0.006986177168275963,0.006986177168275963,MZI7_arm1,9,7,1,5.005,5.005,-0.01890236497818623,False,6,0.06328125000000001,0.06328125000000001,0.031640625000000006,rejected,0,0.0
8,2,optimized,,6,0.006986177168275963,0.006986177168275963,MZI8_arm0,14,8,0,4.0,4.0,0.006199240911937711,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,6,0.006986177168275963,0.006957574595927858,MZI8_arm1,10,8,1,4.0,3.9999025153061707,0.006932244894518981,True,1,0.014062500000000002,0.014062500000000002,0.02109375,line_search,0,0.0
8,2,optimized,,6,0.006957574595927858,0.006957574595927858,MZI6_arm1,8,6,1,5.5,5.5,-0.0031861118442698387,False,0,0.004687500000000001,0.004687500000000001,0.0023437500000000003,rejected,0,0.0
8,2,optimized,,7,0.00698230299782193,0.00698230299782193,MZI6_arm0,12,6,0,4.191,4.191,-0.12457656067437049,False,1,0.001318359375,0.001318359375,0.001,rejected,0,0.0
8,2,optimized,,7,0.00698230299782193,0.00698230299782193,MZI5_arm0,11,5,0,4.074,4.074,-0.015756820829234536,False,10,0.56953125,0.56953125,0.284765625,rejected,0,0.0
8,2,optimized,,7,0.00698230299782193,0.00698230299782193,MZI5_arm1,7,5,1,2.5,2.5,0.020992050198810557,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,7,0.00698230299782193,0.006971825195873483,MZI7_arm1,9,7,1,5.005,5.0051962278247055,-0.024807073147977306,True,3,0.031640625000000006,0.007910156250000001,0.011865234375000002,line_search,0,0.0
8,2,optimized,,7,0.006971825195873483,0.006863547513035496,MZI7_arm0,13,7,0,4.084,4.083864871742796,0.02277717454746078,True,4,0.04746093750000001,0.005932617187500001,0.00889892578125,line_search,0,0.0
8,2,optimized,,7,0.006863547513035496,0.006863547513035496,MZI8_arm1,10,8,1,4.0,4.0,-0.0022228446937636653,False,5,0.02109375,0.02109375,0.010546875,rejected,0,0.0
8,2,optimized,,7,0.006863547513035496,0.006863547513035496,MZI8_arm0,14,8,0,4.0,4.0,0.005391732631957944,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,7,0.006863547513035496,0.006863547513035496,MZI6_arm1,8,6,1,5.5,5.5,-0.5076253741545573,False,0,0.0023437500000000003,0.0023437500000000003,0.0011718750000000002,rejected,0,0.0
8,2,optimized,,8,0.0076698952097323,0.007020953736880807,MZI6_arm1,8,6,1,5.5,5.499997216798054,0.0023749989942405893,True,1,0.0011718750000000002,0.0011718750000000002,0.0017578125000000003,line_search,0,0.0
8,2,optimized,,8,0.007020953736880807,0.007020953736880807,MZI6_arm0,12,6,0,4.191,4.191,-0.10480957146369078,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,8,0.007020953736880807,0.006954351179183385,MZI7_arm1,9,7,1,5.005,5.005082752253737,-0.027897385292962987,True,3,0.011865234375000002,0.0029663085937500005,0.004449462890625,line_search,0,0.0
8,2,optimized,,8,0.006954351179183385,0.006954351179183385,MZI7_arm0,13,7,0,4.084,4.084,0.018954231902890306,False,4,0.00889892578125,0.00889892578125,0.004449462890625,rejected,0,0.0
8,2,optimized,,8,0.006954351179183385,0.006954351179183385,MZI5_arm1,7,5,1,2.5,2.5,0.019266381013015685,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,8,0.006954351179183385,0.0066737628721802835,MZI5_arm0,11,5,0,4.074,4.082891164192649,-0.031222743941264182,True,1,0.284765625,0.284765625,0.42714843750000003,line_search,0,0.0
8,2,optimized,,8,0.0066737628721802835,0.0066737628721802835,MZI8_arm0,14,8,0,4.0,4.0,0.0021096409009419394,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,8,0.0066737628721802835,0.0066737628721802835,MZI8_arm1,10,8,1,4.0,4.0,0.0013064815180283567,False,4,0.010546875,0.010546875,0.0052734375,rejected,0,0.0
8,2,optimized,,9,0.006687844523867444,0.006687844523867444,MZI6_arm0,12,6,0,4.191,4.191,-0.10363841085072574,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,9,0.006687844523867444,0.006592332597327551,MZI5_arm0,11,5,0,4.083,4.09042375020528,-0.017379790146789434,True,1,0.42714843750000003,0.42714843750000003,0.64072265625,line_search,0,0.0
8,2,optimized,,9,0.006592332597327551,0.006592332597327551,MZI7_arm1,9,7,1,5.005,5.005,-0.031951547428748076,False,3,0.004449462890625,0.004449462890625,0.0022247314453125,rejected,0,0.0
8,2,optimized,,9,0.006592332597327551,0.006592332597327551,MZI5_arm1,7,5,1,2.5,2.5,0.009571479567905251,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,9,0.006592332597327551,0.006592332597327551,MZI7_arm0,13,7,0,4.084,4.084,0.016421074906006784,False,3,0.004449462890625,0.004449462890625,0.0022247314453125,rejected,0,0.0
8,2,optimized,,9,0.006592332597327551,0.006592332597327551,MZI6_arm1,8,6,1,5.5,5.5,0.014481389455634456,False,1,0.0017578125000000003,0.0017578125000000003,0.001,rejected,0,0.0
8,2,optimized,,9,0.006592332597327551,0.006592332597327551,MZI8_arm0,14,8,0,4.0,4.0,0.005577851256364253,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,9,0.006592332597327551,0.006592332597327551,MZI8_arm1,10,8,1,4.0,4.0,-0.0036721158689295126,False,3,0.0052734375,0.0052734375,0.00263671875,rejected,0,0.0
8,2,optimized,,10,0.006611045780216656,0.006611045780216656,MZI6_arm0,12,6,0,4.191,4.191,-0.10357571429233482,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,10,0.006611045780216656,0.006611045780216656,MZI7_arm1,9,7,1,5.005,5.005,-0.033664794772938614,False,2,0.0022247314453125,0.0022247314453125,0.00111236572265625,rejected,0,0.0
8,2,optimized,,10,0.006611045780216656,0.006611045780216656,MZI5_arm0,11,5,0,4.09,4.09,-0.005162985401549991,False,10,0.64072265625,0.64072265625,0.320361328125,rejected,0,0.0
8,2,optimized,,10,0.006611045780216656,0.006611045780216656,MZI7_arm0,13,7,0,4.084,4.084,0.019975471548023867,False,2,0.0022247314453125,0.0022247314453125,0.00111236572265625,rejected,0,0.0
8,2,optimized,,10,0.006611045780216656,0.006611045780216656,MZI6_arm1,8,6,1,5.5,5.5,-0.004155749029710264,False,0,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,10,0.006611045780216656,0.006611045780216656,MZI5_arm1,7,5,1,2.5,2.5,0.010407120230585109,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,10,0.006611045780216656,0.006611045780216656,MZI8_arm0,14,8,0,4.0,4.0,0.006326832215287903,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,10,0.006611045780216656,0.006611045780216656,MZI8_arm1,10,8,1,4.0,4.0,0.009535959751029954,False,2,0.00263671875,0.00263671875,0.001318359375,rejected,0,0.0
8,2,optimized,,11,0.007867612457395116,0.007867612457395116,MZI6_arm0,12,6,0,4.191,4.191,-0.12685093832669245,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,11,0.007867612457395116,0.007867612457395116,MZI7_arm1,9,7,1,5.005,5.005,-0.025952701914773522,False,1,0.00111236572265625,0.00111236572265625,0.001,rejected,0,0.0
8,2,optimized,,11,0.007867612457395116,0.007860908758375137,MZI7_arm0,13,7,0,4.084,4.083973474738892,0.02384580949140858,True,1,0.00111236572265625,0.00111236572265625,0.0016685485839843751,line_search,0,0.0
8,2,optimized,,11,0.007860908758375137,0.007860908758375137,MZI5_arm1,7,5,1,2.5,2.5,0.007852370890044895,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,11,0.007860908758375137,0.007818103138979753,MZI8_arm1,10,8,1,4.0,3.999996432247169,0.0027062065919141957,True,1,0.001318359375,0.001318359375,0.0019775390625000003,line_search,0,0.0
8,2,optimized,,11,0.007818103138979753,0.007818103138979753,MZI8_arm0,14,8,0,4.0,4.0,0.0014569290800849996,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,11,0.007818103138979753,0.007781608422138309,MZI5_arm0,11,5,0,4.09,4.092047130888105,-0.0127801373535721,True,2,0.320361328125,0.1601806640625,0.24027099609375002,line_search,0,0.0
8,2,optimized,,11,0.007781608422138309,0.007781608422138309,MZI6_arm1,8,6,1,5.5,5.5,-0.0014366659517616638,False,0,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,12,0.007941112081220664,0.007625014166119359,MZI6_arm0,12,6,0,4.191,4.19112136352695,-0.12136352695019992,True,1,0.001,0.001,0.0015,line_search,0,0.0
8,2,optimized,,12,0.007625014166119359,0.007609411271639362,MZI7_arm1,9,7,1,5.005,5.0050170494452955,-0.01704944529565613,True,1,0.001,0.001,0.0015,line_search,0,0.0
8,2,optimized,,12,0.007609411271639362,0.007609411271639362,MZI7_arm0,13,7,0,4.084,4.084,0.013216848161725735,False,1,0.0016685485839843751,0.0016685485839843751,0.001,rejected,0,0.0
8,2,optimized,,12,0.007609411271639362,0.007609411271639362,MZI5_arm0,11,5,0,4.092,4.092,-0.0022714863424478735,False,8,0.24027099609375002,0.24027099609375002,0.12013549804687501,rejected,0,0.0
8,2,optimized,,12,0.007609411271639362,0.007609411271639362,MZI5_arm1,7,5,1,2.5,2.5,0.0058042274356752445,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,12,0.007609411271639362,0.007609411271639362,MZI8_arm1,10,8,1,4.0,4.0,0.003661957808553153,False,1,0.0019775390625000003,0.0019775390625000003,0.001,rejected,0,0.0
8,2,optimized,,12,0.007609411271639362,0.007609411271639362,MZI8_arm0,14,8,0,4.0,4.0,0.0043337263843468195,False,1,0.001,0.001,0.001,rejected,0,0.0
8,2,optimized,,12,0.007609411271639362,0.007609411271639362,MZI6_arm1,8,6,1,5.5,5.5,-0.002751305222626931,False,0,0.001,0.001,0.001,rejected,0,0.0
8,3,optimized,,0,1.6113917728457734,1.6112455411394082,MZI9_arm0,76,9,0,4.133,4.121621877973965,0.11378122026035296,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,3,optimized,,0,1.6112455411394082,1.1640371287847713,MZI9_arm1,72,9,1,0.0,2.5,0.005181676833532212,True,0,0.1,0.1,0.15000000000000002,lower_boundary_coarse_search,11,2.5
8,3,optimized,,0,1.1640371287847713,1.1322437247194337,MZI10_arm0,75,10,0,4.332,4.275196170373756,0.5680382962624363,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,3,optimized,,0,1.1322437247194337,1.131699569017182,MZI10_arm1,71,10,1,0.0,0.0006344402578206676,-0.006344402578206676,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,3,optimized,,0,1.131699569017182,1.1172909103695292,MZI11_arm0,74,11,0,4.394,4.433763197192692,-0.3976319719269235,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,3,optimized,,0,1.1172909103695292,1.1161970428449108,MZI11_arm1,70,11,1,0.0,0.0016815271863984682,-0.033630543727969364,True,2,0.1,0.05,0.07500000000000001,line_search,0,0.0
8,3,optimized,,0,1.1161970428449108,1.0995508509773477,MZI12_arm0,73,12,0,4.16,4.123334242007485,0.36665757992515263,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,3,optimized,,0,1.0995508509773477,0.693605713868389,MZI12_arm1,69,12,1,0.0,2.0,0.03571932629569119,True,0,0.1,0.1,0.15000000000000002,lower_boundary_coarse_search,11,2.0
8,3,optimized,,1,0.696662230788163,0.6205325054678317,MZI10_arm0,75,10,0,4.275,4.175000000000001,0.6781967277374573,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,3,optimized,,1,0.6205325054678317,0.5806255044461428,MZI11_arm0,74,11,0,4.434,4.502689931386179,-0.4579328759078586,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,3,optimized,,1,0.5806255044461428,0.5700346407852501,MZI12_arm0,73,12,0,4.123,4.078060837811047,0.29959441459301933,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,3,optimized,,1,0.5700346407852501,0.5677657073664663,MZI9_arm0,76,9,0,4.122,4.133937893798752,-0.07958595865834475,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,3,optimized,,1,0.5677657073664663,0.5665203439184727,MZI12_arm1,69,12,1,2.0,2.013607651505025,-0.09071767670016653,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,3,optimized,,1,0.5665203439184727,0.5664456585558421,MZI11_arm1,70,11,1,0.002,0.0023264391919332514,-0.008705045118220033,True,2,0.07500000000000001,0.037500000000000006,0.05625000000000001,line_search,0,0.0
8,3,optimized,,1,0.5664456585558421,0.5660011369625809,MZI10_arm1,71,10,1,0.001,0.0,3.0602166790582186,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,3,optimized,,1,0.5660011369625809,0.5660011369625809,MZI9_arm1,72,9,1,2.5,2.5,0.051100901250664084,False,8,0.15000000000000002,0.15000000000000002,0.07500000000000001,rejected,0,0.0
8,3,optimized,,2,0.5677802601553835,0.3341294613518891,MZI10_arm1,71,10,1,0.0,3.0,0.004885432500506548,True,0,0.22500000000000003,0.22500000000000003,0.3375,lower_boundary_coarse_search,11,3.0
8,3,optimized,,2,0.3341294613518891,0.3318748696609183,MZI10_arm0,75,10,0,4.175,4.136231432218292,0.17230474569647858,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,3,optimized,,2,0.3318748696609183,0.2530850962203348,MZI11_arm0,74,11,0,4.503,4.603,-0.6228953056361142,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,3,optimized,,2,0.2530850962203348,0.24960417423334252,MZI12_arm0,73,12,0,4.078,4.04099947895218,0.16444676021253257,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,3,optimized,,2,0.24960417423334252,0.24763499191479263,MZI12_arm1,69,12,1,2.014,2.01145420901169,0.01131462661471196,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,3,optimized,,2,0.24763499191479263,0.24594640239333584,MZI9_arm0,76,9,0,4.134,4.1588065414847835,-0.11025129548792338,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,3,optimized,,2,0.24594640239333584,0.24524304416652717,MZI9_arm1,72,9,1,2.5,2.495674918274447,0.05766775634070543,True,1,0.07500000000000001,0.07500000000000001,0.11250000000000002,line_search,0,0.0
8,3,optimized,,2,0.24524304416652717,0.24459945491519122,MZI11_arm1,70,11,1,0.002,0.0021707664750825082,-0.024286787567290052,True,4,0.05625000000000001,0.007031250000000001,0.010546875,line_search,0,0.0
8,3,optimized,,3,0.24409520291991033,0.15581894438279398,MZI11_arm0,74,11,0,4.603,4.702999999999999,-0.8672703899318344,True,1,0.3375,0.3375,0.5062500000000001,line_search,0,0.0
8,3,optimized,,3,0.15581894438279398,0.15510793789582303,MZI10_arm0,75,10,0,4.136,4.116157226099956,0.05879340414828003,True,1,0.3375,0.3375,0.5062500000000001,line_search,0,0.0
8,3,optimized,,3,0.15510793789582303,0.15510176588718289,MZI12_arm0,73,12,0,4.041,4.016664478383811,0.07210524923315172,True,1,0.3375,0.3375,0.5062500000000001,line_search,0,0.0
8,3,optimized,,3,0.15510176588718289,0.15405427562618587,MZI9_arm0,76,9,0,4.159,4.180504872611854,-0.06371814107215959,True,1,0.3375,0.3375,0.5062500000000001,line_search,0,0.0
8,3,optimized,,3,0.15405427562618587,0.15353863569312795,MZI9_arm1,72,9,1,2.496,2.4930430967890036,0.02628358409774709,True,1,0.11250000000000002,0.11250000000000002,0.16875,line_search,0,0.0
8,3,optimized,,3,0.15353863569312795,0.15310804454973334,MZI11_arm1,70,11,1,0.002,0.0017878247609427454,0.020117355999502658,True,1,0.010546875,0.010546875,0.015820312500000003,line_search,0,0.0
8,3,optimized,,3,0.15310804454973334,0.15248625826810946,MZI12_arm1,69,12,1,2.011,2.017246223008468,-0.5922344778398955,True,6,0.3375,0.010546875,0.015820312500000003,line_search,0,0.0
8,3,optimized,,3,0.15248625826810946,0.15248625826810946,MZI10_arm1,71,10,1,3.0,3.0,0.003470507829195915,False,9,0.3375,0.3375,0.16875,rejected,0,0.0
8,3,optimized,,4,0.15300440805174886,0.07711967765317046,MZI11_arm0,74,11,0,4.703,4.803,-0.8335356495655183,True,1,0.5062500000000001,0.5062500000000001,0.7593750000000001,line_search,0,0.0
8,3,optimized,,4,0.07711967765317046,0.07692217641586527,MZI12_arm1,69,12,1,2.017,2.0168906089165097,0.006914596882337178,True,1,0.015820312500000003,0.015820312500000003,0.023730468750000004,line_search,0,0.0
