global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,heater_label,heater_port,mzi_id,arm_index,voltage_before,voltage_after,gradient,accepted,line_search_trials,lr_start,lr_used,lr_next,update_mode,coarse_search_trials,coarse_search_step_v
8,3,optimized,,4,0.07692217641586527,0.07684120628146704,MZI12_arm0,73,12,0,4.017,4.01397606618353,0.01194640520087142,True,2,0.5062500000000001,0.25312500000000004,0.37968750000000007,line_search,0,0.0
8,3,optimized,,4,0.07684120628146704,0.07634153222731198,MZI9_arm0,76,9,0,4.181,4.184093534049669,-0.006110684542556246,True,1,0.5062500000000001,0.5062500000000001,0.7593750000000001,line_search,0,0.0
8,3,optimized,,4,0.07634153222731198,0.07627487958073839,MZI10_arm0,75,10,0,4.116,4.133105135780095,-0.033787922528583814,True,1,0.5062500000000001,0.5062500000000001,0.7593750000000001,line_search,0,0.0
8,3,optimized,,4,0.07627487958073839,0.07585227389519107,MZI9_arm1,72,9,1,2.493,2.4920758832130954,0.005476247626101655,True,1,0.16875,0.16875,0.25312500000000004,line_search,0,0.0
8,3,optimized,,4,0.07585227389519107,0.07585227389519107,MZI11_arm1,70,11,1,0.002,0.002,-0.013239522910622747,False,4,0.015820312500000003,0.015820312500000003,0.007910156250000001,rejected,0,0.0
8,3,optimized,,4,0.07585227389519107,0.07585227389519107,MZI10_arm1,71,10,1,3.0,3.0,-0.020567199195195198,False,8,0.16875,0.16875,0.084375,rejected,0,0.0
8,3,optimized,,5,0.0766518157605436,0.029452271000338193,MZI11_arm0,74,11,0,4.803,4.903,-0.6262108438131622,True,1,0.7593750000000001,0.7593750000000001,1.0,line_search,0,0.0
8,3,optimized,,5,0.029452271000338193,0.029174945545238928,MZI10_arm0,75,10,0,4.133,4.120372139046968,0.0166292819134579,True,1,0.7593750000000001,0.7593750000000001,1.0,line_search,0,0.0
8,3,optimized,,5,0.029174945545238928,0.028173053580252405,MZI10_arm1,71,10,1,3.0,2.999981195573228,0.014263505936754668,True,7,0.084375,0.001318359375,0.0019775390625000003,line_search,0,0.0
8,3,optimized,,5,0.028173053580252405,0.028173053580252405,MZI11_arm1,70,11,1,0.002,0.002,-0.012089637432337352,False,3,0.007910156250000001,0.007910156250000001,0.003955078125000001,rejected,0,0.0
8,3,optimized,,5,0.028173053580252405,0.028173053580252405,MZI12_arm0,73,12,0,4.014,4.014,-0.0005603591904100302,False,9,0.37968750000000007,0.37968750000000007,0.18984375000000003,rejected,0,0.0
8,3,optimized,,5,0.028173053580252405,0.028173053580252405,MZI12_arm1,69,12,1,2.017,2.017,0.00105251868966899,False,5,0.023730468750000004,0.023730468750000004,0.011865234375000002,rejected,0,0.0
8,3,optimized,,5,0.028173053580252405,0.028173053580252405,MZI9_arm0,76,9,0,4.184,4.184,0.003455200892597027,False,10,0.7593750000000001,0.7593750000000001,0.37968750000000007,rejected,0,0.0
8,3,optimized,,5,0.028173053580252405,0.028173053580252405,MZI9_arm1,72,9,1,2.492,2.492,-0.004603848510040336,False,8,0.25312500000000004,0.25312500000000004,0.12656250000000002,rejected,0,0.0
8,3,optimized,,6,0.03069935504322379,0.019801661746530815,MZI11_arm0,74,11,0,4.903,5.002999999999999,-0.2823811214558196,True,1,1.0,1.0,1.0,line_search,0,0.0
8,3,optimized,,6,0.019801661746530815,0.019321637854415707,MZI10_arm0,75,10,0,4.12,4.206673992666279,-0.08667399266627929,True,1,1.0,1.0,1.0,line_search,0,0.0
8,3,optimized,,6,0.019321637854415707,0.019321637854415707,MZI10_arm1,71,10,1,3.0,3.0,-0.04166188718321717,False,1,0.0019775390625000003,0.0019775390625000003,0.001,rejected,0,0.0
8,3,optimized,,6,0.019321637854415707,0.0191214228507668,MZI11_arm1,70,11,1,0.002,0.0020030644029336788,-0.0015496042489318196,True,2,0.003955078125000001,0.0019775390625000003,0.0029663085937500005,line_search,0,0.0
8,3,optimized,,6,0.0191214228507668,0.019079627437085443,MZI9_arm1,72,9,1,2.492,2.4920526500726,-0.0033280045890289917,True,4,0.12656250000000002,0.015820312500000003,0.023730468750000004,line_search,0,0.0
8,3,optimized,,6,0.019079627437085443,0.019079627437085443,MZI9_arm0,76,9,0,4.184,4.184,0.0011163176177470219,False,9,0.37968750000000007,0.37968750000000007,0.18984375000000003,rejected,0,0.0
8,3,optimized,,6,0.019079627437085443,0.019079627437085443,MZI12_arm1,69,12,1,2.017,2.017,0.0007709128726903971,False,4,0.011865234375000002,0.011865234375000002,0.005932617187500001,rejected,0,0.0
8,3,optimized,,6,0.019079627437085443,0.01898568352047539,MZI12_arm0,73,12,0,4.014,4.013976036089679,0.001009837208577901,True,4,0.18984375000000003,0.023730468750000004,0.035595703125,line_search,0,0.0
8,3,optimized,,7,0.019123356250947823,0.018847389860439764,MZI11_arm0,74,11,0,5.003,4.981497521052436,0.0430049578951279,True,2,1.0,0.5,0.75,line_search,0,0.0
8,3,optimized,,7,0.018847389860439764,0.0180976872243244,MZI10_arm0,75,10,0,4.207,4.141446266388815,0.06555373361118445,True,1,1.0,1.0,1.0,line_search,0,0.0
8,3,optimized,,7,0.0180976872243244,0.018028278080622386,MZI10_arm1,71,10,1,3.0,2.999953755996458,0.04624400354212052,True,1,0.001,0.001,0.0015,line_search,0,0.0
8,3,optimized,,7,0.018028278080622386,0.01793501507941206,MZI9_arm1,72,9,1,2.492,2.492010864795498,-0.0036627327045118396,True,4,0.023730468750000004,0.0029663085937500005,0.004449462890625,line_search,0,0.0
8,3,optimized,,7,0.01793501507941206,0.01793501507941206,MZI11_arm1,70,11,1,0.002,0.002,-0.0005194465031415553,False,2,0.0029663085937500005,0.0029663085937500005,0.0014831542968750003,rejected,0,0.0
8,3,optimized,,7,0.01793501507941206,0.01793501507941206,MZI9_arm0,76,9,0,4.184,4.184,0.005706133957769765,False,8,0.18984375000000003,0.18984375000000003,0.09492187500000002,rejected,0,0.0
8,3,optimized,,7,0.01793501507941206,0.01793501507941206,MZI12_arm0,73,12,0,4.014,4.014,0.0017792952558962427,False,6,0.035595703125,0.035595703125,0.0177978515625,rejected,0,0.0
8,3,optimized,,7,0.01793501507941206,0.01793501507941206,MZI12_arm1,69,12,1,2.017,2.017,-0.002510309461448404,False,3,0.005932617187500001,0.005932617187500001,0.0029663085937500005,rejected,0,0.0
8,3,optimized,,8,0.018009701360844878,0.017927604774191384,MZI10_arm0,75,10,0,4.141,4.18969876117178,-0.04869876117177948,True,1,1.0,1.0,1.0,line_search,0,0.0
8,3,optimized,,8,0.017927604774191384,0.017927604774191384,MZI10_arm1,71,10,1,3.0,3.0,-0.022744648942818274,False,1,0.0015,0.0015,0.001,rejected,0,0.0
8,3,optimized,,8,0.017927604774191384,0.017779743385776217,MZI11_arm0,74,11,0,4.981,4.982932320058715,-0.02061141395962698,True,4,0.75,0.09375,0.140625,line_search,0,0.0
8,3,optimized,,8,0.017779743385776217,0.017779743385776217,MZI9_arm0,76,9,0,4.184,4.184,0.0042744016527465145,False,7,0.09492187500000002,0.09492187500000002,0.04746093750000001,rejected,0,0.0
8,3,optimized,,8,0.017779743385776217,0.017779743385776217,MZI9_arm1,72,9,1,2.492,2.492,-0.007177264596052579,False,3,0.004449462890625,0.004449462890625,0.0022247314453125,rejected,0,0.0
8,3,optimized,,8,0.017779743385776217,0.017779743385776217,MZI12_arm1,69,12,1,2.017,2.017,0.0003200343236310109,False,2,0.0029663085937500005,0.0029663085937500005,0.0014831542968750003,rejected,0,0.0
8,3,optimized,,8,0.017779743385776217,0.017779743385776217,MZI12_arm0,73,12,0,4.014,4.014,-0.0008317022273706275,False,5,0.0177978515625,0.0177978515625,0.00889892578125,rejected,0,0.0
8,3,optimized,,8,0.017779743385776217,0.017779743385776217,MZI11_arm1,70,11,1,0.002,0.002,0.00023984635878834058,False,1,0.0014831542968750003,0.0014831542968750003,0.001,rejected,0,0.0
8,4,optimized,,0,1.0322983240945303,1.030654535310249,MZI13_arm0,19,13,0,4.119,4.1306089938985355,-0.1160899389853556,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,4,optimized,,0,1.030654535310249,0.6867215860321242,MZI13_arm1,15,13,1,0.0,5.5,0.02100410135180697,True,0,0.1,0.1,0.15000000000000002,lower_boundary_coarse_search,11,5.5
8,4,optimized,,0,0.6867215860321242,0.677275911118733,MZI14_arm0,20,14,0,4.285,4.28597994930544,-0.01959898610878516,True,2,0.1,0.05,0.07500000000000001,line_search,0,0.0
8,4,optimized,,0,0.677275911118733,0.3645500860716686,MZI14_arm1,16,14,1,0.0,2.5,0.001239998082025462,True,0,0.1,0.1,0.15000000000000002,lower_boundary_coarse_search,11,2.5
8,4,optimized,,0,0.3645500860716686,0.34445980854642383,MZI15_arm0,21,15,0,4.157,4.197301712086303,-0.4030171208630337,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,4,optimized,,0,0.34445980854642383,0.3435709762409305,MZI15_arm1,17,15,1,0.0,0.0007582598543892649,-0.007582598543892649,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,4,optimized,,0,0.3435709762409305,0.3431306296544879,MZI16_arm0,22,16,0,3.957,3.952211931365865,0.04788068634134636,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,4,optimized,,0,0.3431306296544879,0.3429233011370779,MZI16_arm1,18,16,1,0.0,0.00031085229459285046,-0.006217045891857009,True,2,0.1,0.05,0.07500000000000001,line_search,0,0.0
8,4,optimized,,1,0.34341541003471376,0.2845963297406508,MZI15_arm0,21,15,0,4.197,4.2845635894743195,-0.5837572631621296,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,4,optimized,,1,0.2845963297406508,0.2845963297406508,MZI13_arm0,19,13,0,4.131,4.131,0.3107981136449927,False,8,0.15000000000000002,0.15000000000000002,0.07500000000000001,rejected,0,0.0
8,4,optimized,,1,0.2845963297406508,0.28407769081613504,MZI16_arm0,22,16,0,3.952,3.9432916004677407,0.05805599688172842,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,4,optimized,,1,0.28407769081613504,0.2838134643290295,MZI13_arm1,15,13,1,5.5,5.49943704722007,0.007506037065729991,True,2,0.15000000000000002,0.07500000000000001,0.11250000000000002,line_search,0,0.0
8,4,optimized,,1,0.2838134643290295,0.2838134643290295,MZI14_arm0,20,14,0,4.286,4.286,-0.008508769810400456,False,7,0.07500000000000001,0.07500000000000001,0.037500000000000006,rejected,0,0.0
8,4,optimized,,1,0.2838134643290295,0.28374416985682777,MZI15_arm1,17,15,1,0.001,0.0030965716253893273,-0.01397714416926218,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,4,optimized,,1,0.28374416985682777,0.28374416985682777,MZI16_arm1,18,16,1,0.0,0.0,0.002612890375125465,False,0,0.07500000000000001,0.07500000000000001,0.037500000000000006,rejected,11,0.0
8,4,optimized,,1,0.28374416985682777,0.2835118550108581,MZI14_arm1,16,14,1,2.5,2.499054588716036,0.05042193514475514,True,4,0.15000000000000002,0.018750000000000003,0.028125000000000004,line_search,0,0.0
8,4,optimized,,2,0.2838967013151825,0.20899506199109372,MZI15_arm0,21,15,0,4.285,4.385,-0.7462068781841725,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,4,optimized,,2,0.20899506199109372,0.20858872230893308,MZI13_arm0,19,13,0,4.131,4.133283665873494,-0.030448878313246674,True,1,0.07500000000000001,0.07500000000000001,0.11250000000000002,line_search,0,0.0
8,4,optimized,,2,0.20858872230893308,0.20798905599011555,MZI16_arm0,22,16,0,3.943,3.9367301696370833,0.027865912724073908,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,4,optimized,,2,0.20798905599011555,0.20798905599011555,MZI14_arm1,16,14,1,2.499,2.499,0.02587709765419913,False,5,0.028125000000000004,0.028125000000000004,0.014062500000000002,rejected,0,0.0
8,4,optimized,,2,0.20798905599011555,0.20774592667187616,MZI15_arm1,17,15,1,0.003,0.003047090265934597,-0.026789129065015207,True,8,0.22500000000000003,0.0017578125000000003,0.00263671875,line_search,0,0.0
8,4,optimized,,2,0.20774592667187616,0.20693312639475456,MZI14_arm0,20,14,0,4.286,4.286070740772911,-0.030182729775617093,True,5,0.037500000000000006,0.0023437500000000003,0.0035156250000000005,line_search,0,0.0
8,4,optimized,,2,0.20693312639475456,0.20693312639475456,MZI13_arm1,15,13,1,5.499,5.499,-0.06331157314732593,False,7,0.11250000000000002,0.11250000000000002,0.05625000000000001,rejected,0,0.0
8,4,optimized,,2,0.20693312639475456,0.20693312639475456,MZI16_arm1,18,16,1,0.0,0.0,0.0081258048006988,False,0,0.037500000000000006,0.037500000000000006,0.018750000000000003,rejected,11,0.0
8,4,optimized,,3,0.20932320825001036,0.1408948277401208,MZI15_arm0,21,15,0,4.385,4.484999999999999,-0.7326486033835307,True,1,0.3375,0.3375,0.5062500000000001,line_search,0,0.0
8,4,optimized,,3,0.1408948277401208,0.14065945661377083,MZI13_arm1,15,13,1,5.499,5.5,-0.06797738827884538,True,1,0.05625000000000001,0.05625000000000001,0.084375,line_search,0,0.0
8,4,optimized,,3,0.14065945661377083,0.14045831792059876,MZI13_arm0,19,13,0,4.133,4.13676646173609,-0.0334796598763565,True,1,0.11250000000000002,0.11250000000000002,0.16875,line_search,0,0.0
8,4,optimized,,3,0.14045831792059876,0.14035217367526154,MZI14_arm0,20,14,0,4.286,4.286080198038061,-0.04562377276388738,True,2,0.0035156250000000005,0.0017578125000000003,0.00263671875,line_search,0,0.0
8,4,optimized,,3,0.14035217367526154,0.14035217367526154,MZI16_arm0,22,16,0,3.937,3.937,0.024883962208455797,False,9,0.3375,0.3375,0.16875,rejected,0,0.0
8,4,optimized,,3,0.14035217367526154,0.14035217367526154,MZI15_arm1,17,15,1,0.003,0.003,-0.011644930507447932,False,2,0.00263671875,0.00263671875,0.001318359375,rejected,0,0.0
8,4,optimized,,3,0.14035217367526154,0.14035217367526154,MZI14_arm1,16,14,1,2.499,2.499,0.036191861059073314,False,4,0.014062500000000002,0.014062500000000002,0.007031250000000001,rejected,0,0.0
8,4,optimized,,3,0.14035217367526154,0.14035217367526154,MZI16_arm1,18,16,1,0.0,0.0,0.0028774315663560035,False,0,0.018750000000000003,0.018750000000000003,0.009375000000000001,rejected,11,0.0
8,4,optimized,,4,0.13995448096937516,0.09489240247292789,MZI15_arm0,21,15,0,4.485,4.585,-0.596051806876854,True,1,0.5062500000000001,0.5062500000000001,0.7593750000000001,line_search,0,0.0
8,4,optimized,,4,0.09489240247292789,0.09489240247292789,MZI13_arm1,15,13,1,5.5,5.5,0.018787017977848052,False,7,0.084375,0.084375,0.0421875,rejected,0,0.0
8,4,optimized,,4,0.09489240247292789,0.09489240247292789,MZI14_arm0,20,14,0,4.286,4.286,-0.059487783987755234,False,2,0.00263671875,0.00263671875,0.001318359375,rejected,0,0.0
8,4,optimized,,4,0.09489240247292789,0.09489240247292789,MZI14_arm1,16,14,1,2.499,2.499,0.025837569740907982,False,3,0.007031250000000001,0.007031250000000001,0.0035156250000000005,rejected,0,0.0
8,4,optimized,,4,0.09489240247292789,0.09489240247292789,MZI13_arm0,19,13,0,4.137,4.137,-0.025427205865240762,False,8,0.16875,0.16875,0.084375,rejected,0,0.0
8,4,optimized,,4,0.09489240247292789,0.09427237508733931,MZI16_arm0,22,16,0,3.937,3.936999471145688,0.00020057289464650555,True,7,0.16875,0.00263671875,0.003955078125000001,line_search,0,0.0
8,4,optimized,,4,0.09427237508733931,0.09427237508733931,MZI15_arm1,17,15,1,0.003,0.003,0.011618750131924647,False,1,0.001318359375,0.001318359375,0.001,rejected,0,0.0
8,4,optimized,,4,0.09427237508733931,0.09427237508733931,MZI16_arm1,18,16,1,0.0,0.0,-0.006246406466425131,False,4,0.009375000000000001,0.009375000000000001,0.004687500000000001,rejected,11,0.0
8,4,optimized,,5,0.09388003520684157,0.07929839262282552,MZI15_arm0,21,15,0,4.585,4.685,-0.3160512021127463,True,1,0.7593750000000001,0.7593750000000001,1.0,line_search,0,0.0
8,4,optimized,,5,0.07929839262282552,0.07929839262282552,MZI14_arm0,20,14,0,4.286,4.286,-0.05197387315931189,False,1,0.001318359375,0.001318359375,0.001,rejected,0,0.0
8,4,optimized,,5,0.07929839262282552,0.07929839262282552,MZI14_arm1,16,14,1,2.499,2.499,0.03358724670470996,False,2,0.0035156250000000005,0.0035156250000000005,0.0017578125000000003,rejected,0,0.0
8,4,optimized,,5,0.07929839262282552,0.07929839262282552,MZI13_arm0,19,13,0,4.137,4.137,-0.025717445339371932,False,7,0.084375,0.084375,0.0421875,rejected,0,0.0
8,4,optimized,,5,0.07929839262282552,0.07929839262282552,MZI13_arm1,15,13,1,5.5,5.5,0.013329141128293483,False,6,0.0421875,0.0421875,0.02109375,rejected,0,0.0
8,4,optimized,,5,0.07929839262282552,0.07929839262282552,MZI15_arm1,17,15,1,0.003,0.003,0.0062336327433442475,False,1,0.001,0.001,0.001,rejected,0,0.0
8,4,optimized,,5,0.07929839262282552,0.07929839262282552,MZI16_arm1,18,16,1,0.0,0.0,0.005922598680589003,False,0,0.004687500000000001,0.004687500000000001,0.0023437500000000003,rejected,11,0.0
8,4,optimized,,5,0.07929839262282552,0.07929839262282552,MZI16_arm0,22,16,0,3.937,3.937,-0.021190609043789787,False,2,0.003955078125000001,0.003955078125000001,0.0019775390625000003,rejected,0,0.0
8,4,optimized,,6,0.07990041697951697,0.07965184395967995,MZI15_arm0,21,15,0,4.685,4.690422857870762,-0.02169143148304774,True,3,1.0,0.25,0.375,line_search,0,0.0
8,4,optimized,,6,0.07965184395967995,0.07961066500990979,MZI14_arm0,20,14,0,4.286,4.286063036091195,-0.06303609119582723,True,1,0.001,0.001,0.0015,line_search,0,0.0
8,4,optimized,,6,0.07961066500990979,0.07961066500990979,MZI14_arm1,16,14,1,2.499,2.499,0.031737910810976,False,1,0.0017578125000000003,0.0017578125000000003,0.001,rejected,0,0.0
8,4,optimized,,6,0.07961066500990979,0.07915680059976975,MZI13_arm0,19,13,0,4.137,4.137448105566542,-0.021243523154620383,True,2,0.0421875,0.02109375,0.031640625000000006,line_search,0,0.0
8,4,optimized,,6,0.07915680059976975,0.07915680059976975,MZI16_arm0,22,16,0,3.937,3.937,-0.0078118442104740185,False,1,0.0019775390625000003,0.0019775390625000003,0.001,rejected,0,0.0
8,4,optimized,,6,0.07915680059976975,0.07915680059976975,MZI13_arm1,15,13,1,5.5,5.5,0.011360206956010747,False,5,0.02109375,0.02109375,0.010546875,rejected,0,0.0
8,4,optimized,,6,0.07915680059976975,0.07915680059976975,MZI15_arm1,17,15,1,0.003,0.003,0.0023619735755115133,False,1,0.001,0.001,0.001,rejected,0,0.0
8,4,optimized,,6,0.07915680059976975,0.07915680059976975,MZI16_arm1,18,16,1,0.0,0.0,0.0021765023486323976,False,0,0.0023437500000000003,0.0023437500000000003,0.0011718750000000002,rejected,11,0.0
8,4,optimized,,7,0.07953517244638252,0.07953517244638252,MZI14_arm0,20,14,0,4.286,4.286,-0.04936486704197747,False,1,0.0015,0.0015,0.001,rejected,0,0.0
8,4,optimized,,7,0.07953517244638252,0.07953517244638252,MZI14_arm1,16,14,1,2.499,2.499,0.03587672668268583,False,1,0.001,0.001,0.001,rejected,0,0.0
8,4,optimized,,7,0.07953517244638252,0.07953517244638252,MZI15_arm0,21,15,0,4.69,4.69,0.008216717370772808,False,9,0.375,0.375,0.1875,rejected,0,0.0
8,4,optimized,,7,0.07953517244638252,0.07953517244638252,MZI13_arm0,19,13,0,4.137,4.137,-0.014236200562230085,False,5,0.031640625000000006,0.031640625000000006,0.015820312500000003,rejected,0,0.0
8,4,optimized,,7,0.07953517244638252,0.07953517244638252,MZI13_arm1,15,13,1,5.5,5.5,-0.012921277285563996,False,0,0.010546875,0.010546875,0.0052734375,rejected,0,0.0
8,4,optimized,,7,0.07953517244638252,0.07953517244638252,MZI16_arm0,22,16,0,3.937,3.937,-0.007620728341633028,False,1,0.001,0.001,0.001,rejected,0,0.0
8,4,optimized,,7,0.07953517244638252,0.07953517244638252,MZI15_arm1,17,15,1,0.003,0.003,0.007990178004299697,False,1,0.001,0.001,0.001,rejected,0,0.0
8,4,optimized,,7,0.07953517244638252,0.07953517244638252,MZI16_arm1,18,16,1,0.0,0.0,-0.00241575956203971,False,1,0.0011718750000000002,0.0011718750000000002,0.001,rejected,11,0.0
8,5,optimized,,0,0.8675123786091802,0.8675123786091802,MZI17_arm0,84,17,0,4.004,4.004,-0.08657337921180264,False,7,0.1,0.1,0.05,rejected,0,0.0
8,5,optimized,,0,0.8675123786091802,0.7219814251503679,MZI17_arm1,80,17,1,0.0,5.0,0.0784198546763204,True,0,0.1,0.1,0.15000000000000002,lower_boundary_coarse_search,11,5.0
8,5,optimized,,0,0.7219814251503679,0.7189052317896711,MZI18_arm0,83,18,0,4.269,4.254757344173083,0.14242655826917663,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,5,optimized,,0,0.7189052317896711,0.7186615167206641,MZI18_arm1,79,18,1,0.0,0.00010929047136634673,-0.004371618854653869,True,3,0.1,0.025,0.037500000000000006,line_search,0,0.0
8,5,optimized,,0,0.7186615167206641,0.7109135254567094,MZI19_arm0,82,19,0,4.255,4.2825108694844225,-0.27510869484422584,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,5,optimized,,0,0.7109135254567094,0.7100778971877291,MZI19_arm1,78,19,1,0.0,0.0006521820027516334,-0.006521820027516334,True,1,0.1,0.1,0.15000000000000002,line_search,0,0.0
8,5,optimized,,0,0.7100778971877291,0.7100353440076176,MZI20_arm0,81,20,0,4.131,4.131025352619896,-0.004056419183298774,True,5,0.1,0.00625,0.009375000000000001,line_search,0,0.0
8,5,optimized,,0,0.7100353440076176,0.6155136351789974,MZI20_arm1,77,20,1,0.0,2.5,0.015938141618404567,True,0,0.1,0.1,0.15000000000000002,lower_boundary_coarse_search,11,2.5
8,5,optimized,,1,0.6173076681244806,0.583670304677625,MZI19_arm0,82,19,0,4.283,4.3790984589654585,-0.6406563931030532,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,5,optimized,,1,0.583670304677625,0.5761367260062034,MZI18_arm0,83,18,0,4.255,4.22487263756286,0.20084908291426878,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,5,optimized,,1,0.5761367260062034,0.5760623126700207,MZI17_arm0,84,17,0,4.004,4.005526639305136,-0.03053278610271635,True,1,0.05,0.05,0.07500000000000001,line_search,0,0.0
8,5,optimized,,1,0.5760623126700207,0.575467993340941,MZI17_arm1,80,17,1,5.0,4.994108459906739,0.03927693395507443,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,5,optimized,,1,0.575467993340941,0.573750327278827,MZI20_arm1,77,20,1,2.5,2.486318612975436,0.09120924683042589,True,1,0.15000000000000002,0.15000000000000002,0.22500000000000003,line_search,0,0.0
8,5,optimized,,1,0.573750327278827,0.573750327278827,MZI19_arm1,78,19,1,0.001,0.001,-0.01143181146751313,False,8,0.15000000000000002,0.15000000000000002,0.07500000000000001,rejected,0,0.0
8,5,optimized,,1,0.573750327278827,0.5737232828965411,MZI18_arm1,79,18,1,0.0,0.001086905569441521,-0.05796829703688111,True,2,0.037500000000000006,0.018750000000000003,0.028125000000000004,line_search,0,0.0
8,5,optimized,,1,0.5737232828965411,0.5737232828965411,MZI20_arm0,81,20,0,4.131,4.131,-0.1924325781019739,False,4,0.009375000000000001,0.009375000000000001,0.004687500000000001,rejected,0,0.0
8,5,optimized,,2,0.5746481041287012,0.5365754083329652,MZI19_arm0,82,19,0,4.379,4.468405300946608,-0.3973568930960349,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,5,optimized,,2,0.5365754083329652,0.516844734950904,MZI18_arm0,83,18,0,4.225,4.165897189223343,0.26267915900736466,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,5,optimized,,2,0.516844734950904,0.516844734950904,MZI20_arm0,81,20,0,4.131,4.131,-0.16178260351768015,False,3,0.004687500000000001,0.004687500000000001,0.0023437500000000003,rejected,0,0.0
8,5,optimized,,2,0.516844734950904,0.5165060984861752,MZI20_arm1,77,20,1,2.486,2.472323034231493,0.060786514526697755,True,1,0.22500000000000003,0.22500000000000003,0.3375,line_search,0,0.0
8,5,optimized,,2,0.5165060984861752,0.5160737950839974,MZI18_arm1,79,18,1,0.001,0.0003773186153338756,0.02213978256590664,True,1,0.028125000000000004,0.028125000000000004,0.0421875,line_search,0,0.0
8,5,optimized,,2,0.5160737950839974,0.5156300413588574,MZI17_arm1,80,17,1,4.994,4.993932592400161,0.00479342932185888,True,5,0.22500000000000003,0.014062500000000002,0.02109375,line_search,0,0.0
8,5,optimized,,2,0.5156300413588574,0.5152771911242137,MZI17_arm0,84,17,0,4.006,4.006135650632612,-0.028938801623931993,True,5,0.07500000000000001,0.004687500000000001,0.007031250000000001,line_search,0,0.0
8,5,optimized,,2,0.5152771911242137,0.5152771911242137,MZI19_arm1,78,19,1,0.001,0.001,-0.0076906417080934205,False,7,0.07500000000000001,0.07500000000000001,0.037500000000000006,rejected,0,0.0
8,5,optimized,,3,0.5155242573882571,0.4715368508650068,MZI19_arm0,82,19,0,4.468,4.568,-0.45974236271966323,True,1,0.3375,0.3375,0.5062500000000001,line_search,0,0.0
8,5,optimized,,3,0.4715368508650068,0.42758363734022703,MZI18_arm0,83,18,0,4.166,4.066000000000001,0.37594881758811866,True,1,0.3375,0.3375,0.5062500000000001,line_search,0,0.0
8,5,optimized,,3,0.42758363734022703,0.42711945160496795,MZI20_arm0,81,20,0,4.131,4.1311675511952615,-0.1429770199565697,True,2,0.0023437500000000003,0.0011718750000000002,0.0017578125000000003,line_search,0,0.0
8,5,optimized,,3,0.42711945160496795,0.42604621956756056,MZI20_arm1,77,20,1,2.472,2.44777305781682,0.07178353239460776,True,1,0.3375,0.3375,0.5062500000000001,line_search,0,0.0
8,5,optimized,,3,0.42604621956756056,0.4250887646460623,MZI17_arm0,84,17,0,4.006,4.006002857853683,-0.0016258012060802074,True,3,0.007031250000000001,0.0017578125000000003,0.00263671875,line_search,0,0.0
8,5,optimized,,3,0.4250887646460623,0.20575095271987423,MZI18_arm1,79,18,1,0.0,2.0,0.0023737354250902287,True,0,0.0421875,0.0421875,0.06328125000000001,lower_boundary_coarse_search,11,2.0
8,5,optimized,,3,0.20575095271987423,0.20575095271987423,MZI19_arm1,78,19,1,0.001,0.001,-0.06213126761626875,False,6,0.037500000000000006,0.037500000000000006,0.018750000000000003,rejected,0,0.0
8,5,optimized,,3,0.20575095271987423,0.20575095271987423,MZI17_arm1,80,17,1,4.994,4.994,-0.004004078509004057,False,5,0.02109375,0.02109375,0.010546875,rejected,0,0.0
8,5,optimized,,4,0.20691192536898298,0.17173321249674334,MZI19_arm0,82,19,0,4.568,4.667999999999999,-0.44587939015691186,True,1,0.5062500000000001,0.5062500000000001,0.7593750000000001,line_search,0,0.0
8,5,optimized,,4,0.17173321249674334,0.16797527606805862,MZI18_arm0,83,18,0,4.066,4.082617482254576,-0.03282465630533444,True,1,0.5062500000000001,0.5062500000000001,0.7593750000000001,line_search,0,0.0
8,5,optimized,,4,0.16797527606805862,0.16796022437765998,MZI20_arm0,81,20,0,4.131,4.131153674379545,-0.08742364703029337,True,1,0.0017578125000000003,0.0017578125000000003,0.00263671875,line_search,0,0.0
8,5,optimized,,4,0.16796022437765998,0.16567184506281823,MZI20_arm1,77,20,1,2.448,2.3830121131203943,0.12837113457699878,True,1,0.5062500000000001,0.5062500000000001,0.7593750000000001,line_search,0,0.0
