mzi_id,probe_arm,eta_ref,eta_cur,delta_eta,delta_Delta,beta_ref,beta_cur,delta_beta,sigma_coeff,bmzi,sigma_reference_mode,relative_sigma_link,relative_sigma_link_wrapped,bmzi_global_delta_Sigma,global_delta_Sigma,global_delta_Sigma_wrapped,delta_Sigma,theta_u,theta_d,delta_fit_rmse_uW,sigma_fit_rmse_uW,delta_outlier_indices,delta_outlier_x,delta_outlier_y,delta_outlier_reason,delta_used_outlier_removal,delta_fit_quality_ok,sigma_outlier_indices,sigma_outlier_x,sigma_outlier_y,sigma_outlier_reason,sigma_used_outlier_removal,sigma_fit_quality_ok,delta_rescan_count,sigma_rescan_count,final_delta_scan_file,final_sigma_scan_file,warning
5,u,1.2336446515949566,0.5683724402130856,-0.665272211381871,-0.665272211381871,0.012862127118823174,0.6673588779354471,0.654496750816624,2.0,0,chained_bmzi,1.308993501633248,1.308993501633248,0.0,1.308993501633248,1.308993501633248,1.308993501633248,0.32186064512568846,0.9871328565075594,0.011512031840311483,1.6409251305867572,[],[],[],[],False,True,[],[],[],[],False,True,0,0,results\ColumnPhaseOptimize\run_20260609_162958\iter_023\current_theta_measurement\delta_current\obs5_probe.txt,results\ColumnPhaseOptimize\run_20260609_162958\iter_023\current_theta_measurement\sigma_current\obs5_inter_scan.txt,
6,u,1.3619611741885613,-0.7246243136144361,-2.0865854878029975,-2.0865854878029975,0.2727066879019011,0.39475095532633064,0.12204426742442953,2.0,5,chained_bmzi,0.24408853484885906,0.24408853484885906,1.308993501633248,1.553082036482107,1.553082036482107,1.553082036482107,-0.26675172566044525,1.8198337621425522,0.12360914444884794,2.026380980222442,[],[],[],[],False,True,[],[],[],[],False,True,0,0,results\ColumnPhaseOptimize\run_20260609_162958\iter_023\current_theta_measurement\delta_current\obs6_probe.txt,results\ColumnPhaseOptimize\run_20260609_162958\iter_023\current_theta_measurement\sigma_current\obs6_inter_scan.txt,Delta phase jump may be too large
7,u,1.3178415305691402,2.6581115709653433,1.3402700403962031,1.3402700403962031,0.24041540938578887,1.2169451751569387,0.9765297657711498,2.0,6,chained_bmzi,1.9530595315422996,1.9530595315422996,1.553082036482107,3.5061415680244066,-2.7770437391551797,3.5061415680244066,2.423205804210305,1.0829357638141017,0.03913395773694692,0.1349674231274116,[],[],[],[],False,True,[],[],[],[],False,True,0,0,results\ColumnPhaseOptimize\run_20260609_162958\iter_023\current_theta_measurement\delta_current\obs7_probe.txt,results\ColumnPhaseOptimize\run_20260609_162958\iter_023\current_theta_measurement\sigma_current\obs7_inter_scan.txt,
8,u,1.6943574634125982,3.04989653409256,1.3555390706799617,1.3555390706799617,0.9949921030863456,2.160838082537863,1.1658459794515172,2.0,7,chained_bmzi,2.3316919589030345,2.3316919589030345,3.5061415680244066,5.837833526927441,-0.44535178025214606,5.837833526927441,3.5966862988037014,2.2411472281237397,0.033366921083601814,0.052795896106214775,[],[],[],[],False,True,[],[],[],[],False,True,0,0,results\ColumnPhaseOptimize\run_20260609_162958\iter_023\current_theta_measurement\delta_current\obs8_probe.txt,results\ColumnPhaseOptimize\run_20260609_162958\iter_023\current_theta_measurement\sigma_current\obs8_inter_scan.txt,
