theta,value_rad
theta5u,0.9612850910745339
theta5d,-0.3835373330151395
theta6u,0.24815318895266936
theta6d,0.40319338257094595
theta7u,0.787546793189795
theta7d,0.20247977404215112
theta8u,0.29658140681141854
theta8d,1.0700045417091641
