heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.022921003554486816,-0.0005920340140266357,-6.513087434709477e-05,0.02285587268013972,512.0640000350635,11,3.421062640304102,False,
5d,0.04123711210534353,0.00063151704571785,6.947448352324914e-05,0.04130658658886678,509.8400242919656,7,4.589090444727149,False,
6u,0.055,0.018179827000988212,0.0,0.055,514.1361980539365,12,5.317658403185232,True,
6d,0.03520657792303735,-0.00017654263454519868,-1.9421816779177647e-05,0.03518715610625817,514.6538964400621,8,4.255491392862932,False,
7u,0.04256846088484519,0.0031044967930661045,0.0003415320501011787,0.04290999293494637,511.3774400151507,13,4.684357195831791,False,
7d,0.04435166275300595,0.004833352023671753,0.0005317269546524298,0.04488338970765838,511.5557342129538,9,4.791696502896163,False,
8u,0.055,0.01179613962245965,0.0,0.055,514.1317715531885,14,5.317635511712454,True,
8d,0.05131534790008646,0.0034622882973041947,0.0003808934262263322,0.05169624132631279,513.6152391977142,10,5.152861084333334,False,
