theta_name,theta_current_rad,theta_target_rad,error_rad,abs_error_rad
theta5u,0.3733137322291857,1.0471975511965976,0.6738838189674121,0.6738838189674121
theta5d,0.172545151053352,0.0,-0.172545151053352,0.172545151053352
theta6u,-0.1669556604660096,1.0471975511965976,1.214153211662607,1.214153211662607
theta6d,-0.1656718782310431,0.0,0.16567187823104312,0.16567187823104312
theta7u,0.6930705619375401,1.0471975511965976,0.3541269892590577,0.3541269892590577
theta7d,-0.6531181230529683,0.0,0.6531181230529683,0.6531181230529683
theta8u,-1.1139080965973478,3.141592653589793,-2.0276845569924458,2.0276845569924458
theta8d,1.5358834605762683,0.0,-1.5358834605762683,1.5358834605762683
