heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.0312460942360806,-0.006849857535755565,-0.0004629553429300326,0.03078313889315057,512.0640000350635,11,3.9702565704575843,False,
5d,0.0378864429618386,0.004591741634659014,0.00031033803433477836,0.03819678099617338,509.8400242919656,7,4.412963601817256,False,
6u,0.0341630895985996,0.010641405485685507,0.0007192113850787787,0.03488230098367838,514.1361980539365,12,4.234885312156811,False,
6d,0.0344552351058808,0.006923936300029974,0.00046796203971744693,0.034923197145598245,514.6538964400621,8,4.239499910027902,False,
7u,0.0319011354891148,0.014709759404411443,0.00099417567065304,0.03289531115976784,511.3774400151507,13,4.10145340207394,False,
7d,0.0369051185186029,0.012884871251128445,0.0008708385477417813,0.03777595706634468,511.5557342129538,9,4.395964905759709,False,
8u,0.0311204264845646,-0.014795935807551086,-0.0010000000000000009,0.0301204264845646,514.1317715531885,14,3.9352087909597344,False,
8d,0.0376250829905009,-0.0033893475834804957,-0.0002290728770092884,0.03739601011349161,513.6152391977142,10,4.382597480887463,False,
