iter,5u,5d,6u,6d,7u,7d,8u,8d
0,0.0312460942360806,0.0378864429618386,0.0341630895985996,0.0344552351058808,0.0319011354891148,0.0369051185186029,0.0311204264845646,0.0376250829905009
1,0.030984082184509442,0.03822523166560238,0.034530047675001084,0.03477399377306964,0.0329011354891148,0.03747440511613289,0.03017427197576243,0.037788381168391005
2,0.030722070131838374,0.038564020370823744,0.034897005750634404,0.0350927524404735,0.0339011354891148,0.038043691715803823,0.029228117466850865,0.03795167934735501
