iter,theta5u,theta5d,theta6u,theta6d,theta7u,theta7d,theta8u,theta8d
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.046424654594554644,-4.362444454286685e-09,0.04642465578895144,-1.4449346684430875e-09,0.0464246541800755,-1.0514989615129089e-08,-0.13927397720554763,-7.773325177984347e-10
2,0.0928493092434848,-8.522520085485485e-09,0.09284931157687185,-2.8228404717889344e-09,0.092849308433754,-2.054220112415739e-08,-0.27854795395159726,-1.5186048321624845e-09
