v,pow(W),current(mA)
0.000000000000,0.000220785700,-0.000586536053
0.100000000000,0.000220308500,0.196948962677
0.200000000000,0.000219527100,0.394415549595
0.300000000000,0.000217830200,0.594078192958
0.400000000000,0.000215889500,0.793740836321
0.500000000000,0.000212796000,0.990130321596
0.600000000000,0.000209092200,1.186519806872
0.700000000000,0.000204750400,1.386182450235
0.800000000000,0.000199306100,1.582571935510
0.900000000000,0.000192895700,1.778961420786
1.000000000000,0.000185422600,1.975350906061
1.100000000000,0.000176497800,2.171740391336
1.200000000000,0.000166685000,2.368129876611
1.300000000000,0.000155376100,2.564519361887
1.400000000000,0.000142845500,2.760908847162
1.500000000000,0.000129138800,2.954025174349
1.600000000000,0.000114431500,3.147141501537
1.700000000000,0.000098824330,3.340257828724
1.800000000000,0.000082785270,3.536647314000
1.900000000000,0.000066788470,3.726490483099
2.000000000000,0.000051354700,3.919606810286
2.100000000000,0.000036829480,4.109449979386
2.200000000000,0.000023914720,4.299293148485
2.300000000000,0.000013268480,4.489136317585
2.400000000000,0.000005401555,4.678979486684
2.500000000000,0.000000893575,4.865549497696
2.600000000000,0.000000282762,5.052119508707
2.700000000000,0.000004070122,5.238689519719
2.800000000000,0.000012683440,5.425259530731
2.900000000000,0.000026326590,5.608556383654
3.000000000000,0.000045102250,5.791853236578
3.100000000000,0.000068604580,5.975150089501
3.200000000000,0.000095859260,6.158446942425
3.300000000000,0.000125392100,6.341743795349
3.400000000000,0.000155623600,6.521767490184
3.500000000000,0.000184465400,6.698518026932
3.600000000000,0.000209607500,6.878541721768
3.700000000000,0.000229914300,7.055292258516
3.800000000000,0.000243456900,7.232042795263
3.900000000000,0.000249432600,7.408793332011
4.000000000000,0.000245923100,7.582270710671
4.100000000000,0.000232446300,7.759021247419
4.200000000000,0.000208849500,7.929225467991
4.300000000000,0.000176471400,8.102702846651
4.400000000000,0.000138825500,8.272907067223
4.500000000000,0.000099829050,8.443111287795
4.600000000000,0.000063198270,8.613315508366
4.700000000000,0.000032486150,8.780246570850
4.800000000000,0.000010529240,8.950450791422
4.900000000000,0.000000410142,9.114108695818
5.000000000000,0.000004565722,9.281039758303
