v,pow(W),current(mA)
0.000000000000,0.000125041900,-0.002940883567
0.100000000000,0.000124885400,0.196292698562
0.200000000000,0.000124340800,0.391142391507
0.300000000000,0.000123181300,0.590805034870
0.400000000000,0.000121677400,0.790467678233
0.500000000000,0.000119892500,0.990130321596
0.600000000000,0.000117469300,1.189792964960
0.700000000000,0.000114472100,1.386182450235
0.800000000000,0.000111005000,1.585845093598
0.900000000000,0.000106828100,1.782234578873
1.000000000000,0.000102010100,1.981897222237
1.100000000000,0.000096465150,2.178286707512
1.200000000000,0.000090330310,2.377949350875
1.300000000000,0.000083542650,2.574338836151
1.400000000000,0.000076029330,2.770728321426
1.500000000000,0.000067927520,2.963844648613
1.600000000000,0.000059534380,3.160234133889
1.700000000000,0.000051151700,3.356623619164
1.800000000000,0.000041878660,3.549739946351
1.900000000000,0.000033223030,3.742856273539
2.000000000000,0.000024914030,3.939245758814
2.100000000000,0.000017250410,4.129088927913
2.200000000000,0.000010608330,4.322205255101
2.300000000000,0.000005297054,4.512048424200
2.400000000000,0.000001668491,4.701891593300
2.500000000000,0.000000094034,4.891734762399
2.600000000000,0.000000902313,5.081577931499
2.700000000000,0.000004369515,5.268147942510
2.800000000000,0.000010651710,5.454717953522
2.900000000000,0.000019789140,5.641287964533
3.000000000000,0.000031265840,5.824584817457
3.100000000000,0.000045772530,6.011154828469
3.200000000000,0.000061317940,6.194451681392
3.300000000000,0.000078762020,6.377748534316
3.400000000000,0.000096024110,6.561045387239
3.500000000000,0.000112498700,6.741069082075
3.600000000000,0.000127452400,6.921092776911
3.700000000000,0.000138819100,7.097843313659
3.800000000000,0.000145833400,7.277867008494
3.900000000000,0.000146894700,7.454617545242
4.000000000000,0.000142589300,7.631368081990
4.100000000000,0.000132071900,7.804845460650
4.200000000000,0.000115988900,7.981595997398
4.300000000000,0.000096802640,8.155073376057
4.400000000000,0.000075702840,8.328550754717
4.500000000000,0.000054051740,8.498754975289
4.600000000000,0.000033673910,8.668959195861
4.700000000000,0.000016624800,8.839163416433
4.800000000000,0.000004725928,9.009367637005
4.900000000000,0.000000074990,9.176298699489
5.000000000000,0.000003828327,9.343229761973
