v,pow(W),current(mA)
0.000000000000,0.000214140600,-0.000545519546
0.100000000000,0.000214380400,0.199574019139
0.200000000000,0.000214761200,0.397688707683
0.300000000000,0.000215257100,0.597351351046
0.400000000000,0.000215797400,0.797013994409
0.500000000000,0.000216506100,0.996676637772
0.600000000000,0.000216936100,1.196339281135
0.700000000000,0.000217311800,1.396001924499
0.800000000000,0.000217412600,1.592391409774
0.900000000000,0.000217145400,1.792054053137
1.000000000000,0.000216066000,1.988443538413
1.100000000000,0.000214843900,2.188106181776
1.200000000000,0.000212306500,2.384495667051
1.300000000000,0.000208987900,2.580885152326
1.400000000000,0.000204512400,2.780547795690
1.500000000000,0.000198720400,2.973664122877
1.600000000000,0.000191687900,3.170053608152
1.700000000000,0.000182708700,3.366443093428
1.800000000000,0.000172524800,3.559559420615
1.900000000000,0.000160503300,3.752675747802
2.000000000000,0.000146734300,3.945792074990
2.100000000000,0.000131334000,4.138908402177
2.200000000000,0.000114524700,4.328751571277
2.300000000000,0.000096391760,4.521867898464
2.400000000000,0.000077641580,4.708437909476
2.500000000000,0.000058922060,4.898281078575
2.600000000000,0.000041036610,5.088124247675
2.700000000000,0.000025137370,5.274694258686
2.800000000000,0.000012398240,5.464537427786
2.900000000000,0.000003755119,5.647834280709
3.000000000000,0.000000100426,5.834404291721
3.100000000000,0.000001930200,6.017701144644
3.200000000000,0.000009426581,6.200997997568
3.300000000000,0.000022355150,6.384294850492
3.400000000000,0.000040342900,6.564318545327
3.500000000000,0.000062716510,6.747615398251
3.600000000000,0.000088828650,6.927639093087
3.700000000000,0.000117523600,7.107662787922
3.800000000000,0.000147104600,7.284413324670
3.900000000000,0.000175472000,7.461163861418
4.000000000000,0.000199477100,7.637914398166
4.100000000000,0.000216605700,7.811391776826
4.200000000000,0.000225012800,7.988142313573
4.300000000000,0.000223157100,8.161619692233
4.400000000000,0.000211934300,8.331823912805
4.500000000000,0.000191346900,8.505301291465
4.600000000000,0.000163131300,8.675505512037
4.700000000000,0.000128831800,8.845709732609
4.800000000000,0.000091116500,9.012640795093
4.900000000000,0.000054518980,9.179571857577
5.000000000000,0.000024218080,9.346502920061
