v,pow(W),current(mA)
0.000000000000,0.000231457200,-0.000299420503
0.100000000000,0.000231249900,0.198450166841
0.200000000000,0.000230947900,0.391142391507
0.300000000000,0.000230322600,0.590805034870
0.400000000000,0.000229641300,0.790467678233
0.500000000000,0.000228376100,0.986857163508
0.600000000000,0.000226581000,1.186519806872
0.700000000000,0.000224334700,1.386182450235
0.800000000000,0.000221518300,1.582571935510
0.900000000000,0.000218132900,1.778961420786
1.000000000000,0.000213570700,1.978624064149
1.100000000000,0.000208006200,2.175013549424
1.200000000000,0.000201251000,2.371403034699
1.300000000000,0.000193394900,2.567792519975
1.400000000000,0.000184116200,2.764182005250
1.500000000000,0.000173381800,2.957298332437
1.600000000000,0.000161267900,3.153687817713
1.700000000000,0.000147661800,3.346804144900
1.800000000000,0.000132789400,3.543193630175
1.900000000000,0.000116862500,3.733036799275
2.000000000000,0.000100244900,3.926153126462
2.100000000000,0.000083034530,4.119269453650
2.200000000000,0.000065924480,4.309112622749
2.300000000000,0.000049450310,4.498955791849
2.400000000000,0.000034208240,4.688798960948
2.500000000000,0.000020948060,4.875368971960
2.600000000000,0.000010363110,5.065212141059
2.700000000000,0.000003177827,5.251782152071
2.800000000000,0.000000092835,5.438352163082
2.900000000000,0.000001756829,5.621649016006
3.000000000000,0.000008721873,5.808219027017
3.100000000000,0.000021360870,5.991515879941
3.200000000000,0.000039776400,6.174812732865
3.300000000000,0.000063349730,6.354836427700
3.400000000000,0.000091253190,6.538133280624
3.500000000000,0.000121585600,6.714883817372
3.600000000000,0.000152149900,6.894907512207
3.700000000000,0.000180248800,7.074931207043
3.800000000000,0.000204103800,7.251681743791
3.900000000000,0.000221446800,7.428432280539
4.000000000000,0.000231044800,7.601909659199
4.100000000000,0.000232130800,7.775387037858
4.200000000000,0.000223887500,7.952137574606
4.300000000000,0.000206898000,8.122341795178
4.400000000000,0.000181033800,8.295819173838
4.500000000000,0.000148480000,8.466023394410
4.600000000000,0.000111818400,8.636227614982
4.700000000000,0.000075011470,8.803158677466
4.800000000000,0.000041944390,8.973362898038
4.900000000000,0.000016795420,9.140293960522
5.000000000000,0.000002477687,9.303951864918
