v,pow(W),current(mA)
0.000000000000,0.000116216800,-0.094957315845
0.100000000000,0.000115504800,0.104341892695
0.200000000000,0.000115446500,0.302767123133
0.300000000000,0.000115821200,0.502429766496
0.400000000000,0.000115601500,0.702092409859
0.500000000000,0.000116087600,0.901755053222
0.600000000000,0.000115595100,1.098144538498
0.700000000000,0.000115455100,1.297807181861
0.800000000000,0.000114789300,1.494196667136
0.900000000000,0.000114116700,1.693859310500
1.000000000000,0.000112949000,1.890248795775
1.100000000000,0.000111700400,2.086638281050
1.200000000000,0.000109612000,2.286300924413
1.300000000000,0.000107083400,2.482690409689
1.400000000000,0.000103856800,2.675806736876
1.500000000000,0.000099818410,2.872196222151
1.600000000000,0.000095198730,3.068585707427
1.700000000000,0.000089628210,3.264975192702
1.800000000000,0.000083259490,3.458091519889
1.900000000000,0.000076049440,3.651207847077
2.000000000000,0.000068243590,3.844324174264
2.100000000000,0.000059934800,4.034167343364
2.200000000000,0.000051375070,4.227283670551
2.300000000000,0.000042228450,4.417126839651
2.400000000000,0.000033420870,4.606970008750
2.500000000000,0.000024863150,4.796813177850
2.600000000000,0.000016872600,4.986656346949
2.700000000000,0.000009975885,5.173226357961
2.800000000000,0.000004740661,5.359796368972
2.900000000000,0.000001500414,5.546366379984
3.000000000000,0.000000713436,5.729663232907
3.100000000000,0.000002698335,5.916233243919
3.200000000000,0.000007573875,6.099530096842
3.300000000000,0.000015271370,6.282826949766
3.400000000000,0.000025797540,6.462850644602
3.500000000000,0.000037729100,6.646147497525
3.600000000000,0.000051507280,6.826171192361
3.700000000000,0.000066219690,7.002921729109
3.800000000000,0.000080374860,7.182945423945
3.900000000000,0.000093934640,7.359695960692
4.000000000000,0.000105329100,7.536446497440
4.100000000000,0.000112250200,7.713197034188
4.200000000000,0.000115729700,7.886674412848
4.300000000000,0.000114434500,8.060151791508
4.400000000000,0.000107476500,8.233629170168
4.500000000000,0.000095909470,8.403833390739
4.600000000000,0.000080846510,8.574037611311
4.700000000000,0.000062814670,8.744241831883
4.800000000000,0.000044020500,8.914446052455
4.900000000000,0.000026342300,9.081377114939
5.000000000000,0.000011919630,9.248308177423
