local_sample_row,sample_index,converged,iterations_executed,final_loss_mae,final_loss_mse,final_max_abs_ratio_error,final_output_power_sum,initial_loss_mae,final_learning_rate,target_ratio_0,target_ratio_1,target_ratio_2,target_ratio_3,target_ratio_4,target_ratio_5,target_ratio_6,target_ratio_7,final_ratio_0,final_ratio_1,final_ratio_2,final_ratio_3,final_ratio_4,final_ratio_5,final_ratio_6,final_ratio_7,ratio_error_0,ratio_error_1,ratio_error_2,ratio_error_3,ratio_error_4,ratio_error_5,ratio_error_6,ratio_error_7,initial_coefficient_0,initial_coefficient_1,initial_coefficient_2,initial_coefficient_3,initial_coefficient_4,initial_coefficient_5,initial_coefficient_6,initial_coefficient_7,optimized_coefficient_0,optimized_coefficient_1,optimized_coefficient_2,optimized_coefficient_3,optimized_coefficient_4,optimized_coefficient_5,optimized_coefficient_6,optimized_coefficient_7,initial_voltage_0,initial_voltage_1,initial_voltage_2,initial_voltage_3,initial_voltage_4,initial_voltage_5,initial_voltage_6,initial_voltage_7,final_voltage_0,final_voltage_1,final_voltage_2,final_voltage_3,final_voltage_4,final_voltage_5,final_voltage_6,final_voltage_7,final_output_power_0,final_output_power_1,final_output_power_2,final_output_power_3,final_output_power_4,final_output_power_5,final_output_power_6,final_output_power_7,target_total_power_uw,measured_total_power_uw,total_power_error_uw,final_output_power_mae_uw,final_output_power_max_abs_uw
224,224,False,7,0.3642038644607844,0.1326444548881694,0.3642038644607844,5.12338755e-05,0.3642217694607845,0.0057421875,0.0,0.0627450980392156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4269489625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3642038644607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0627450980392156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318,3.993,4.164,4.23,3.977,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.977,4.329,3.995,4.294,2.7908e-06,4.423089e-05,1.805337e-06,1.421814e-07,1.2319e-07,6.169996e-07,7.253832e-07,7.990943e-07,7.529411764705872,51.2338755,43.70446373529413,43.70446373529413,43.70446373529413
230,230,False,7,0.0563759412254901,0.0031782467490599,0.0563759412254901,4.529004700000001e-06,0.2971143637745098,0.0057421875,0.0,0.0,0.0941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377417058333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0563759412254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318,4.261,3.897,4.23,3.977,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.977,4.329,3.995,4.294,2.439653e-07,6.843365e-07,1.304204e-06,1.296334e-07,1.278003e-07,5.687318e-07,7.338716e-07,7.364618e-07,11.29411764705882,4.529004700000001,-6.76511294705882,6.76511294705882,6.76511294705882
297,297,False,7,0.0445207978431371,0.0019821014405894,0.0445207978431371,4.539857199999999e-06,0.2388497313235295,0.0057421875,0.0,0.0,0.0823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378321433333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0445207978431371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318,4.261,3.922,4.23,3.977,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.977,4.329,3.995,4.294,2.43974e-07,6.864533e-07,1.305644e-06,1.302346e-07,1.287176e-07,5.703886e-07,7.356564e-07,7.387887e-07,9.88235294117646,4.539857199999999,-5.342495741176461,5.342495741176461,5.342495741176461
300,300,False,6,0.2645635993627451,0.0699938981077711,0.2645635993627451,4.21005731e-05,0.0484368723039215,0.00546875,0.0,0.0,0.0862745098039215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3508381091666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645635993627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862745098039215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862745098039215,0.0,0.0,0.0,0.0,0.0,4.318,4.261,3.911,4.23,3.977,4.329,3.995,4.294,4.318,4.261,3.911,4.23,3.977,4.329,3.995,4.294,3.057944e-07,6.667819e-07,3.45409e-05,4.231621e-06,2.569114e-07,5.678118e-07,7.98733e-07,7.320196e-07,10.35294117647058,42.1005731,31.74763192352942,31.74763192352942,31.74763192352942
342,342,False,7,0.0522750492647058,0.0027326807756274,0.0522750492647058,4.5505235e-06,0.2928357374019608,0.0057421875,0.0,0.0,0.0901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0379210291666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0522750492647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901960784313725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318,4.261,3.9,4.23,3.977,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.977,4.329,3.995,4.294,2.424756e-07,6.892455e-07,1.307246e-06,1.314311e-07,1.28248e-07,5.734597e-07,7.365172e-07,7.419004e-07,10.8235294117647,4.5505235,-6.2730059117647015,6.2730059117647015,6.2730059117647015
360,360,False,7,0.0208127410784313,0.0004331701911978,0.0208127410784313,4.5612946e-06,0.359959972254902,0.0057421875,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380107883333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0208127410784313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318,3.996,4.164,4.23,3.977,4.329,3.995,4.294,4.318,4.261,4.164,4.23,3.977,4.329,3.995,4.294,2.4687e-07,6.889335e-07,1.31093e-06,1.320993e-07,1.281556e-07,5.753449e-07,7.365474e-07,7.424139e-07,7.058823529411764,4.5612946,-2.4975289294117635,2.4975289294117635,2.4975289294117635
475,475,False,6,1.1442841090686282,1.3093861222669845,1.1442841090686282,0.0002361376225,0.7857635559313724,0.00546875,0.0,0.0,0.0,0.8235294117647057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9678135208333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1442841090686282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647057,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.559,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.559,3.977,4.329,3.995,4.294,2.370639e-07,1.078665e-06,5.681703e-06,0.0002238541,2.949685e-06,6.782945e-07,7.414916e-07,9.166195e-07,98.82352941176468,236.13762250000005,137.31409308823538,137.31409308823538,137.31409308823538
