timestamp,MZI,PORT,point_index,voltage_v,current_mA,current_read_attempts,warning
2026-06-16T14:33:49,1,43,0,0.5,0.9999497958601301,1,
2026-06-16T14:33:51,1,43,1,1.0,1.998263012676315,1,
2026-06-16T14:33:53,1,43,2,1.5,2.990029913316644,1,
2026-06-16T14:33:55,1,43,3,2.0,3.9654310235173904,1,
2026-06-16T14:33:58,1,43,4,2.5,4.924466343278496,1,
