timestamp,port,voltage,current_mA,threshold_mA,min_check_voltage,attempts
2026-07-24 16:17:24,7,3.658,-0.09718861383762568,0.01,0.5,10
2026-07-24 16:17:24,8,3.525,-0.0991327962794503,0.01,0.5,10
2026-07-24 16:17:24,13,3.273,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,14,5.095,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,19,4.119,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,20,4.285,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,21,4.157,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,22,3.957,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,26,4.084,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,27,3.886,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,28,3.894,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,29,4.058,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,33,3.928,-0.009175392663210335,0.01,0.5,10
2026-07-24 16:17:24,36,4.0,-0.009273832280517903,0.01,0.5,10
2026-07-24 16:17:24,38,4.057,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,48,4.23,-0.13583606064876327,0.01,0.5,10
2026-07-24 16:17:24,49,4.294,-0.12274342829707055,0.01,0.5,10
2026-07-24 16:17:24,66,4.294,-0.19396296095241533,0.01,0.5,10
2026-07-24 16:17:24,67,4.427,-0.18692452831492365,0.01,0.5,10
2026-07-24 16:17:24,69,4.729,-0.164472092267354,0.01,0.5,10
2026-07-24 16:17:24,71,4.909,-0.15685122522745912,0.01,0.5,10
2026-07-24 16:17:24,82,4.255,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:24,83,4.269,-0.008322249313211332,0.01,0.5,10
2026-07-24 16:17:24,84,4.004,-0.008355062518980537,0.01,0.5,10
2026-07-24 16:17:36,7,3.658,-0.0972050204405103,0.01,0.5,10
2026-07-24 16:17:36,8,3.525,-0.0991492028823349,0.01,0.5,10
2026-07-24 16:17:36,13,3.273,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,14,5.095,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,19,4.119,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,20,4.285,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,21,4.157,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,22,3.957,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,26,4.084,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,27,3.886,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,28,3.894,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,29,4.058,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,33,3.928,-0.009175392663210335,0.01,0.5,10
2026-07-24 16:17:36,36,4.0,-0.009273832280517903,0.01,0.5,10
2026-07-24 16:17:36,38,4.057,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,48,4.23,-0.13583606064876327,0.01,0.5,10
2026-07-24 16:17:36,49,4.294,-0.12601658638499838,0.01,0.5,10
2026-07-24 16:17:36,66,4.294,-0.19396296095241533,0.01,0.5,10
2026-07-24 16:17:36,67,4.427,-0.18692452831492365,0.01,0.5,10
2026-07-24 16:17:36,69,4.729,-0.1644967021716809,0.01,0.5,10
2026-07-24 16:17:36,71,4.909,-0.15685122522745912,0.01,0.5,10
2026-07-24 16:17:36,82,4.255,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:17:36,83,4.269,-0.008305842710326753,0.01,0.5,10
2026-07-24 16:17:36,84,4.004,-0.008314046011769018,0.01,0.5,10
2026-07-24 16:26:35,7,3.658,-0.09718861383762568,0.01,0.5,10
2026-07-24 16:26:35,8,3.525,-0.0991574061837772,0.01,0.5,10
2026-07-24 16:26:35,13,3.273,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,14,5.095,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,19,4.119,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,20,4.285,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,21,4.157,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,22,3.957,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,26,4.084,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,27,3.886,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,28,3.894,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,29,4.058,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,33,3.928,-0.009191799266094914,0.01,0.5,10
2026-07-24 16:26:35,36,4.0,-0.009298442184844796,0.01,0.5,10
2026-07-24 16:26:35,38,4.057,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,48,4.23,-0.13583606064876327,0.01,0.5,10
2026-07-24 16:26:35,49,4.294,-0.12601658638499838,0.01,0.5,10
2026-07-24 16:26:35,66,4.294,-0.19392194444520383,0.01,0.5,10
2026-07-24 16:26:35,67,4.427,-0.18692452831492365,0.01,0.5,10
2026-07-24 16:26:35,69,4.729,-0.164472092267354,0.01,0.5,10
2026-07-24 16:26:35,71,4.907,-0.15689224173467065,0.01,0.5,10
2026-07-24 16:26:35,82,4.255,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 16:26:35,83,4.269,-0.008338655916095911,0.01,0.5,10
2026-07-24 16:26:35,84,4.004,-0.008363265820422804,0.01,0.5,10
2026-07-24 18:56:17,71,4.907,-0.004909737131891752,0.01,0.5,10
2026-07-24 18:56:17,72,5.195,-0.008182895219800982,0.01,0.5,10
2026-07-24 18:56:17,73,4.639,-0.14565553491252817,0.01,0.5,10
2026-07-24 18:56:17,74,4.837,-0.14238237682460034,0.01,0.5,10
2026-07-24 18:56:17,75,5.182,-8.809704993641786,0.01,0.5,10
2026-07-24 19:02:04,69,4.729,-0.008182895219800982,0.01,0.5,10
2026-07-24 19:02:04,70,4.689,-0.01800236948356588,0.01,0.5,10
2026-07-24 19:02:04,71,4.907,-0.1292897444729076,0.01,0.5,10
2026-07-24 19:02:04,72,5.195,-0.12601658638499838,0.01,0.5,10
2026-07-24 19:02:04,73,4.639,-0.01472921139565665,0.01,0.5,10
2026-07-24 19:02:04,74,4.837,-0.01800236948356588,0.01,0.5,10
2026-07-24 20:01:36,7,3.658,-0.09787769115877873,0.01,0.5,10
2026-07-24 20:01:36,8,3.525,-0.09983828020348794,0.01,0.5,10
2026-07-24 20:01:36,13,3.273,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,14,5.095,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,15,3.188,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,16,4.858,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,17,3.732,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,18,3.21,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,19,4.627,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,20,2.468,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,21,3.678,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,22,5.086,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,26,4.084,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,27,3.886,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,28,3.894,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 20:01:36,29,4.058,-4.1016507211564516e-06,0.01,0.5,10
