theta_name,theta_current_rad,theta_target_rad,error_rad,abs_error_rad
theta5u,1.3067159965541704,1.0471975511965976,-0.25951844535757296,0.25951844535757296
theta5d,-0.794272234070152,0.0,0.794272234070152,0.794272234070152
theta6u,0.2026386256816748,1.0471975511965976,0.8445589255149226,0.8445589255149226
theta6d,0.0594695616841125,0.0,-0.05946956168411255,0.05946956168411255
theta7u,0.7266866355635919,1.0471975511965976,0.3205109156330055,0.3205109156330055
theta7d,0.1313150555314033,0.0,-0.13131505553140332,0.13131505553140332
theta8u,-1.6433470226116795,3.141592653589793,-1.4982456309781131,1.4982456309781131
theta8d,1.0203821915848548,0.0,-1.0203821915848548,1.0203821915848548
