,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
theta5d,0.05059034401440022,0.17105790144963207,-0.03800958591230774,-0.012121319604459835,0.018886002082085795,-0.01141825418903375,-0.03162714496533647,-0.0006736154749544809
theta6d,-0.0661561062720275,0.07656546739796566,1.3224836788612389,0.14390761779393246,0.08968662475464216,0.028587251060560256,-0.032172363757169364,0.04701647207363591
theta7d,0.02392400675714778,0.004582869269050608,-0.09044960176341642,0.02502132165774596,-0.06726276807147835,0.037883071154087844,-0.0012354680401305274,0.004152379173619547
theta8d,-0.05312732230434847,0.08110781909449227,-0.05620329454381111,-0.11139828022453722,0.08865486045853664,-0.09536042107824903,-0.08144975178641632,0.23948383060087108
