,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
Delta5,-0.09654957305327905,-0.14858616993984872,0.06953775284890362,0.02940572041791434,-0.01763789461801757,0.01004842584135357,0.03977990922855401,0.009752523159701099
Delta6,0.006139219853460887,-0.18666513249042538,-2.6574510305402947,-0.10595579451884696,-0.16276240444420598,-0.07417111104734973,0.0342590105732512,-0.0921826403194963
Delta7,-0.12542269559960761,-0.01730515679818101,0.03109115227166015,-0.0012304949869319515,0.16874680240432657,-0.2045076331068376,-0.004699723605543937,0.014280736072059597
Delta8,-0.027587978597749974,-0.12187951956006815,-0.01667136699733529,0.26377678350004885,-0.2585049348824593,-0.11197535352287424,0.15717439559463206,-0.2688854605078283
