,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
theta5u,0.07282061625288526,-0.016678258971758893,0.013147219863291593,-0.012540676337855494,0.03447708738775069,-0.014347091539932855,0.0303633384582227,0.04098270775893553
theta5d,-0.09637627941893001,0.21081823633102517,-0.03342616893587768,0.0077883151950262075,-0.03816525141621207,0.011752501246793834,-0.033557923861843975,-0.03198329686745093
theta6u,-0.11558293620300387,-0.05688866742118125,0.04365560933055645,-1.4104105979986223,0.0001960041420172587,0.0034005307136060203,0.016013461899515136,-0.09126118149788232
theta6d,-0.039372356250343195,0.013245743530044159,-0.0665021831971635,1.5855597029582633,-0.015426196184946228,-0.010655918940547071,-0.021461945316114672,0.09785420421714928
theta7u,-0.08074764544999892,-0.02473181279629787,-0.08754735919856271,0.019450794653454114,0.06323523053977188,-0.0039018502763603635,0.0026687854256000065,-0.006383411359382585
theta7d,-0.047241326748604706,-0.012087732832317667,-0.09019291905550064,0.022686471965721818,-0.0839524326744776,0.19049218214033203,-0.011128151944785891,0.003353180855023119
theta8u,-0.07667629258718778,0.007125957242725144,-0.06752569489215386,-0.010276816685588443,-0.13511355038722672,-0.008645969563654038,0.10161519873020362,-0.004799165619041361
theta8d,-0.09813989021718283,0.01947331866306025,-0.10249543388583726,0.05208903117659668,-0.0101378373905805,0.023881306640803904,-0.10095442954975463,0.19291194005101797
