,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
Sigma5,-23.555663166044738,194.13997735926625,-20.278949072586094,-4.752361142829287,-3.6881640284613937,-2.594590293139021,-3.194585403621275,8.999410891484594
Sigma6,-154.95529245334706,-43.64292389113709,-22.846573866607045,175.1491049596412,-15.23019204292897,-7.255388226941051,-5.448483416599537,6.593022719266983
Sigma7,-127.98897219860362,-36.819545628615536,-177.74027825406336,42.13726661917593,-20.717202134705737,186.59033186397167,-8.459366519185885,-3.0302305043594657
Sigma8,-174.8161828043706,26.59927590578539,-170.02112877799112,41.81221449100824,-145.25138777780722,15.235337077149865,0.6607691804489946,188.11277443197662
