timestamp,port,voltage,current_mA,threshold_mA,min_check_voltage,attempts
2026-07-23 12:38:18,7,3.658,-0.09684407517704918,0.01,0.5,10
2026-07-23 12:38:18,8,3.525,-0.0988292741260853,0.01,0.5,10
2026-07-23 12:38:18,13,3.273,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,14,5.095,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,19,4.119,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,20,4.285,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,21,4.157,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,22,3.957,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,26,4.084,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,27,3.886,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,28,3.894,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,29,4.058,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,33,3.928,-0.00912617285455655,0.01,0.5,10
2026-07-23 12:38:18,36,4.0,-0.009183595964652602,0.01,0.5,10
2026-07-23 12:38:18,38,4.057,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,48,4.23,-0.12912406635249182,0.01,0.5,10
2026-07-23 12:38:18,49,4.294,-0.11228268849145402,0.01,0.5,10
2026-07-23 12:38:18,66,4.294,-0.19367584540193492,0.01,0.5,10
2026-07-23 12:38:18,67,4.427,-0.1865799896543471,0.01,0.5,10
2026-07-23 12:38:18,69,4.728,-0.16415216351110432,0.01,0.5,10
2026-07-23 12:38:18,71,4.928,-0.1565559063755364,0.01,0.5,10
2026-07-23 12:38:18,82,4.255,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 12:38:18,83,4.269,-0.008273029504557548,0.01,0.5,10
2026-07-23 12:38:18,84,4.004,-0.008289436107442127,0.01,0.5,10
2026-07-23 16:24:49,7,3.658,-0.09773003173281737,0.01,0.5,10
2026-07-23 16:24:49,8,3.525,-0.09970702738041118,0.01,0.5,10
2026-07-23 16:24:49,13,3.273,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,14,5.095,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,15,3.178,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,16,4.858,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,17,3.732,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,18,3.21,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,19,4.593,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,20,2.468,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,21,3.678,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,22,5.086,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,26,4.084,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,27,3.886,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,28,3.894,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,29,4.058,-4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,33,3.928,-0.01021721194638216,0.01,0.5,10
2026-07-23 16:24:49,36,4.0,-0.010356668070901248,0.01,0.5,10
2026-07-23 16:24:49,38,4.057,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,66,4.294,-0.1946356316706837,0.01,0.5,10
2026-07-23 16:24:49,67,4.427,-0.18752336932021138,0.01,0.5,10
2026-07-23 16:24:49,69,4.722,-0.16504632336831482,0.01,0.5,10
2026-07-23 16:24:49,71,4.898,-0.15739264312265078,0.01,0.5,10
2026-07-23 16:24:49,82,4.255,4.1016507211564516e-06,0.01,0.5,10
2026-07-23 16:24:49,83,4.269,-0.008822650701191486,0.01,0.5,10
2026-07-23 16:24:49,84,4.004,-0.008839057304076112,0.01,0.5,10
2026-07-24 05:03:42,7,3.658,-0.09809097699627849,0.01,0.5,10
2026-07-24 05:03:42,8,3.525,-0.10006797264387227,0.01,0.5,10
2026-07-24 05:03:42,13,3.273,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,14,5.095,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,15,3.186,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,16,4.858,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,17,3.732,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,18,3.209,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,19,4.613,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,20,2.468,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,21,3.678,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,22,5.086,4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,26,4.084,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,27,3.886,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,28,3.894,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,29,4.058,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,33,3.928,-0.010496124195420288,0.01,0.5,10
2026-07-24 05:03:42,36,4.0,-0.010610970415612483,0.01,0.5,10
2026-07-24 05:03:42,38,4.057,-4.1016507211564516e-06,0.01,0.5,10
2026-07-24 05:03:42,66,4.294,-0.19488993401539498,0.01,0.5,10
2026-07-24 05:03:42,67,4.427,-0.1878679079807879,0.01,0.5,10
2026-07-24 05:03:42,69,4.722,-0.1654318785361028,0.01,0.5,10
2026-07-24 05:03:42,71,4.898,-0.1577371817832273,0.01,0.5,10
2026-07-24 05:03:42,79,3.55,-0.24385027755017716,0.01,0.5,10
